step,bucket_id,prediction_error,trust_distance,baseline_error_mean,baseline_error_std,z_score,L_t
27605,315,0.19246246,1.67488093,0.00906884,0.00100000,183.39361345,5.00000000
27634,315,0.03526105,0.74674585,0.00900862,0.00100000,26.25242860,5.00000000
27641,315,0.04589383,0.79443010,0.00900862,0.00100000,36.88521122,5.00000000
27673,315,0.01639308,0.73709664,0.00900862,0.00100000,7.38445808,4.38445808
27679,315,0.01643088,0.95882935,0.00900862,0.00100000,7.42226451,4.42226451
27729,319,0.07273749,1.17431592,0.00836670,0.00100000,64.37078855,5.00000000
27732,319,0.04005909,0.99132700,0.00836670,0.00100000,31.69238361,5.00000000
27736,319,0.10781027,0.97983518,0.00836670,0.00100000,99.44356088,5.00000000
27769,319,0.13592371,1.08220134,0.00836670,0.00100000,127.55700627,5.00000000
27949,315,0.07259617,1.26623402,0.00914584,0.00100000,63.45033160,5.00000000
27964,315,0.09520000,0.87966106,0.00914584,0.00100000,86.05415867,5.00000000
27968,315,0.02592183,1.09980485,0.00914584,0.00100000,16.77598842,5.00000000
27976,315,0.04695845,0.96857505,0.00914584,0.00100000,37.81261723,5.00000000
28120,142,0.15007862,1.20187601,0.00602505,0.00100000,144.05356747,5.00000000
28177,142,0.06041595,1.06321082,0.00602505,0.00100000,54.39090074,5.00000000
28679,509,0.02145007,1.16801258,0.00855896,0.00100000,12.89110634,5.00000000
28709,509,0.35866959,1.26948666,0.00855896,0.00100000,350.11062900,5.00000000
28988,315,0.04724179,1.13752714,0.00465505,0.00100000,42.58673687,5.00000000
29163,315,0.11260528,1.24978883,0.00465505,0.00100000,107.95022798,5.00000000
29174,315,0.09397125,1.03427224,0.00465505,0.00100000,89.31619655,5.00000000
29188,315,0.01390012,1.33072305,0.00465505,0.00100000,9.24506100,5.00000000
29750,315,0.19144518,0.95742215,0.00809059,0.00100000,183.35458816,5.00000000
29772,463,0.10527521,1.20749286,0.00745160,0.00100000,97.82361144,5.00000000
29781,315,0.08994284,0.87753327,0.00809059,0.00100000,81.85225434,5.00000000
29783,495,0.07902610,1.00914678,0.00840558,0.00100000,70.62051290,5.00000000
29823,306,0.32447595,1.14721171,0.00955751,0.00100000,314.91843992,5.00000000
29843,306,0.23289767,1.17016551,0.00955751,0.00100000,223.34016812,5.00000000
29853,306,0.16785446,1.14827414,0.00955751,0.00100000,158.29695516,5.00000000
29872,306,0.06306243,1.20604171,0.00955751,0.00100000,53.50492940,5.00000000
30234,132,0.68048469,1.21936381,0.00975778,0.00100000,670.72690471,5.00000000
30351,365,0.13682568,1.13043564,0.00445084,0.00100000,132.37483267,5.00000000
30382,365,0.08001276,0.96231026,0.00445084,0.00100000,75.56192218,5.00000000
30480,365,0.10651021,1.33207273,0.00445084,0.00100000,102.05936482,5.00000000
30524,493,0.17793341,0.99863109,0.00839656,0.00100000,169.53685540,5.00000000
30535,493,0.44260837,1.23401463,0.00839656,0.00100000,434.21181429,5.00000000
30575,493,0.10222812,1.38686300,0.00839656,0.00100000,93.83156108,5.00000000
30668,493,0.15010062,0.91687920,0.00839656,0.00100000,141.70406662,5.00000000
30959,484,0.10703780,1.05622782,0.00923474,0.00100000,97.80306039,5.00000000
30974,484,0.02031432,1.12170920,0.00923474,0.00100000,11.07958204,5.00000000
31382,283,0.03591298,0.70683108,0.00755622,0.00100000,28.35675812,5.00000000
31456,283,0.24035036,1.52726459,0.00755622,0.00100000,232.79413503,5.00000000
31588,287,0.12934618,1.02179116,0.00885270,0.00100000,120.49347662,5.00000000
31594,287,0.04089855,1.07256394,0.00885270,0.00100000,32.04584462,5.00000000
31606,287,0.06544741,1.27680745,0.00885270,0.00100000,56.59470925,5.00000000
31617,283,0.01728473,1.17909640,0.00689581,0.00100000,10.38892367,5.00000000
31726,495,0.01503683,1.16591571,0.00745380,0.00100000,7.58303074,4.58303074
31792,495,0.02097776,1.24958616,0.00745380,0.00100000,13.52395991,5.00000000
31826,315,0.11044916,0.88255147,0.00529355,0.00100000,105.15561620,5.00000000
31831,495,0.17781264,0.96329354,0.00745380,0.00100000,170.35884605,5.00000000
31952,306,0.01692500,0.93726130,0.00350398,0.00100000,13.42101885,5.00000000
31989,306,0.02222203,1.10200293,0.00350398,0.00100000,18.71805619,5.00000000
32003,306,0.53968306,1.24070762,0.00350398,0.00100000,536.17908711,5.00000000
32021,306,1.01261773,1.38825612,0.00350398,0.00100000,1009.11375731,5.00000000
32175,64,0.14208322,0.70564442,0.00965823,0.00100000,132.42499494,5.00000000
32516,315,0.07951908,0.92909824,0.00877238,0.00100000,70.74670338,5.00000000
32533,315,0.01373447,1.12274752,0.00877238,0.00100000,4.96209185,1.96209185
32550,493,0.14671203,1.46306302,0.00847285,0.00100000,138.23918342,5.00000000
32713,274,0.09715612,1.01078851,0.00949752,0.00100000,87.65859928,5.00000000
32729,274,0.07769532,0.98407086,0.00949752,0.00100000,68.19779801,5.00000000
32735,353,0.07193006,1.52967288,0.00803441,0.00100000,63.89565059,5.00000000
32750,274,0.04937062,1.17689305,0.00949752,0.00100000,39.87310175,5.00000000
32946,306,0.07150420,0.90205139,0.00956104,0.00100000,61.94316329,5.00000000
32980,495,0.03139646,0.99347792,0.00332001,0.00100000,28.07644128,5.00000000
33085,304,0.04008214,1.23493344,0.00761935,0.00100000,32.46278778,5.00000000
33098,306,0.03645427,1.21723573,0.00956104,0.00100000,26.89322716,5.00000000
33233,256,0.06881059,0.99639026,0.00466178,0.00100000,64.14880801,5.00000000
33619,511,0.10062880,1.33109532,0.00371329,0.00100000,96.91550559,5.00000000
33627,256,0.05739615,1.13686757,0.00466178,0.00100000,52.73437163,5.00000000
33640,511,0.08069968,1.03579502,0.00371329,0.00100000,76.98638948,5.00000000
33777,304,0.04986487,1.12036428,0.00772255,0.00100000,42.14232245,5.00000000
33814,304,0.09657474,0.92517552,0.00772255,0.00100000,88.85218948,5.00000000
33841,304,0.06347995,0.96554159,0.00772255,0.00100000,55.75739934,5.00000000
33867,304,0.05654412,1.22407249,0.00772255,0.00100000,48.82156991,5.00000000
33998,306,0.19437511,0.99713903,0.00355470,0.00100000,190.82041350,5.00000000
34100,306,0.02956049,1.18946560,0.00355470,0.00100000,26.00579848,5.00000000
34135,306,0.16941402,1.00722045,0.00355470,0.00100000,165.85932429,5.00000000
34165,498,0.13492272,1.29177389,0.00929890,0.00100000,125.62382767,5.00000000
34304,274,0.04948345,1.11992482,0.00602182,0.00100000,43.46162813,5.00000000
34366,274,0.11271157,1.33419751,0.00602182,0.00100000,106.68974847,5.00000000
34380,283,0.15064625,0.84441091,0.00914202,0.00100000,141.50422865,5.00000000
34381,274,0.03746041,1.38420590,0.00602182,0.00100000,31.43858416,5.00000000
34523,495,0.57458448,0.89313290,0.00528859,0.00100000,569.29589255,5.00000000
34546,495,0.11187066,0.81466684,0.00528859,0.00100000,106.58207402,5.00000000
34560,314,0.05611798,1.09883605,0.00784256,0.00100000,48.27541829,5.00000000
34563,283,0.09337432,0.99366550,0.00629532,0.00100000,87.07899380,5.00000000
34689,371,0.27694743,1.30980667,0.00736125,0.00100000,269.58618114,5.00000000
34716,507,0.04941238,0.63443048,0.00790194,0.00100000,41.51044088,5.00000000
34717,79,0.14910129,0.95473505,0.00344351,0.00100000,145.65778176,5.00000000
34738,507,0.03649124,0.66466388,0.00790194,0.00100000,28.58930585,5.00000000
34959,274,0.04579405,1.29211427,0.00863606,0.00100000,37.15799030,5.00000000
34967,306,0.12248782,1.27664802,0.00982754,0.00100000,112.66027427,5.00000000
34978,274,0.18803867,1.10963741,0.00863606,0.00100000,179.40261812,5.00000000
34986,306,0.07706937,1.52860004,0.00982754,0.00100000,67.24182697,5.00000000
35260,272,0.16381759,0.91060280,0.00952616,0.00100000,154.29142428,5.00000000
35264,304,0.03467666,1.07849649,0.00883285,0.00100000,25.84380956,5.00000000
35270,304,0.03129654,0.95219024,0.00883285,0.00100000,22.46369264,5.00000000
35295,304,0.08837088,1.26537713,0.00883285,0.00100000,79.53803108,5.00000000
35592,314,0.47949288,0.64227004,0.00793941,0.00100000,471.55346344,5.00000000
35631,314,0.08917156,0.76406080,0.00793941,0.00100000,81.23214763,5.00000000
35639,314,0.04491844,0.78245542,0.00793941,0.00100000,36.97902402,5.00000000
35644,314,0.14348841,1.16349270,0.00793941,0.00100000,135.54900169,5.00000000
35666,315,0.04112219,1.30215952,0.00825893,0.00100000,32.86326172,5.00000000
35686,315,0.25657837,1.14299847,0.00825893,0.00100000,248.31944178,5.00000000
35693,315,0.13637626,1.20639297,0.00825893,0.00100000,128.11733129,5.00000000
35755,461,0.02008293,1.01988024,0.00811249,0.00100000,11.97043764,5.00000000
35914,306,0.04035624,1.18072853,0.00409264,0.00100000,36.26359134,5.00000000
35918,306,0.06884669,1.19076042,0.00409264,0.00100000,64.75404924,5.00000000
36067,324,0.06818379,1.15016051,0.00886643,0.00100000,59.31735929,5.00000000
36098,306,0.00792733,0.71146868,0.00409264,0.00100000,3.83468451,0.83468451
36322,272,0.13539692,1.05156875,0.00995091,0.00100000,125.44601751,5.00000000
36377,272,0.01171814,1.02439217,0.01003927,0.00100000,1.76722814,-1.23277186
36397,481,0.12245158,0.89930306,0.00885286,0.00100000,113.59872917,5.00000000
36411,278,0.14551239,1.03698541,0.00427357,0.00100000,141.23881365,5.00000000
36474,272,0.02634320,0.80706936,0.01003927,0.00100000,16.30393204,5.00000000
36598,304,0.01255734,0.99890194,0.00566066,0.00100000,6.89668324,3.89668324
36624,304,0.02093998,0.85746381,0.00566066,0.00100000,15.27932016,5.00000000
36671,304,0.00433113,0.81923673,0.00559418,0.00100000,-1.32953297,-4.32953297
36702,493,0.25058004,0.87734873,0.00849486,0.00100000,242.08517366,5.00000000
36721,493,0.01510787,0.88076140,0.00849486,0.00100000,6.61300815,3.61300815
36756,493,0.04209054,1.04685484,0.00849486,0.00100000,33.59568099,5.00000000
36859,489,0.21836488,1.16399278,0.00934220,0.00100000,209.02268368,5.00000000
36875,489,0.01301424,0.91721033,0.00934220,0.00100000,3.67204124,0.67204124
36881,307,0.10251951,0.93877501,0.00482079,0.00100000,97.69872190,5.00000000
36891,495,0.03991935,1.22343499,0.00770388,0.00100000,32.21547056,5.00000000
37010,485,0.43095919,1.56782197,0.00779808,0.00100000,423.16111049,5.00000000
37079,485,0.00804469,0.93631431,0.00781041,0.00100000,0.24660648,-2.75339352
37104,485,0.15491964,1.36783925,0.00781041,0.00100000,147.10922695,5.00000000
37118,485,0.19970050,0.84585393,0.00781041,0.00100000,191.89009229,5.00000000
37122,489,0.02027411,0.76131263,0.00707928,0.00100000,13.19483243,5.00000000
37387,497,0.17855197,0.63705693,0.00634244,0.00100000,172.20953113,5.00000000
37430,511,0.17050781,0.97559499,0.00510374,0.00100000,165.40407113,5.00000000
37441,497,0.05306804,0.77344258,0.00634244,0.00100000,46.72560013,5.00000000
37520,511,0.01868194,1.04835346,0.00510374,0.00100000,13.57820336,5.00000000
37603,307,0.09090000,1.05077805,0.00738823,0.00100000,83.51177098,5.00000000
37642,307,0.17274781,1.09096090,0.00738823,0.00100000,165.35958020,5.00000000
37692,307,0.05759475,1.21912490,0.00738823,0.00100000,50.20651274,5.00000000
37727,307,0.12920312,1.25256587,0.00738823,0.00100000,121.81488694,5.00000000
37875,485,0.01412984,0.90088923,0.00716117,0.00100000,6.96867025,3.96867025
37917,315,0.08731705,0.92361495,0.00742194,0.00100000,79.89511138,5.00000000
37920,485,0.14667095,0.83933671,0.00716117,0.00100000,139.50977676,5.00000000
37924,485,0.09993284,1.13412232,0.00716117,0.00100000,92.77166503,5.00000000
38215,237,0.05116925,1.12949333,0.00858255,0.00100000,42.58670631,5.00000000
38327,237,0.09081048,1.16598488,0.00858255,0.00100000,82.22793147,5.00000000
38376,463,0.05974839,1.07963922,0.00704239,0.00100000,52.70600369,5.00000000
38379,237,0.09420628,1.06532232,0.00858255,0.00100000,85.62372948,5.00000000
38480,205,0.35912065,0.92149140,0.00767972,0.00100000,351.44092616,5.00000000
38503,304,0.22491683,1.11589790,0.00514090,0.00100000,219.77592706,5.00000000
38520,304,0.06650645,1.04618103,0.00514090,0.00100000,61.36554707,5.00000000
38532,205,0.06793698,1.37855959,0.00767972,0.00100000,60.25726292,5.00000000
38626,493,0.02384771,0.88508726,0.00750371,0.00100000,16.34400382,5.00000000
38634,493,0.08160065,0.80587533,0.00750371,0.00100000,74.09694568,5.00000000
38660,493,0.04433176,0.85190353,0.00750371,0.00100000,36.82805245,5.00000000
38673,493,0.02619876,0.94868136,0.00750371,0.00100000,18.69504725,5.00000000
38734,283,0.14017008,1.13394768,0.00947430,0.00100000,130.69577425,5.00000000
38807,283,0.08427042,0.91187965,0.00947430,0.00100000,74.79611428,5.00000000
38835,283,0.04900090,0.87914881,0.00947430,0.00100000,39.52660015,5.00000000
38891,283,0.04175509,0.87874948,0.00947430,0.00100000,32.28078325,5.00000000
39103,274,0.01011031,1.10600721,0.00773932,0.00100000,2.49577997,-0.50422003
39120,274,0.01459257,1.11350218,0.00773932,0.00100000,6.85325391,3.85325391
39127,274,0.04996590,0.84422897,0.00773932,0.00100000,42.22658013,5.00000000
39131,274,0.08385997,0.93550497,0.00773932,0.00100000,76.12065220,5.00000000
39150,274,0.03341317,0.69732326,0.00773932,0.00100000,25.67384687,5.00000000
39206,258,0.01361802,0.76436611,0.00810707,0.00100000,5.51094776,2.51094776
39247,274,0.00922788,0.92815583,0.00593800,0.00100000,3.28987728,0.28987728
39263,274,0.02986346,1.09849240,0.00593800,0.00100000,23.92545673,5.00000000
39267,274,0.04661816,1.06209281,0.00593800,0.00100000,40.68015670,5.00000000
39268,274,0.04995285,1.01502718,0.00593800,0.00100000,44.01484683,5.00000000
39402,283,0.05068682,0.68868093,0.00794830,0.00100000,42.73852069,5.00000000
39481,283,0.04313422,0.78704796,0.00794830,0.00100000,35.18592743,5.00000000
39486,272,0.04894056,0.77645523,0.00986629,0.00100000,39.07426809,5.00000000
39526,283,0.07270347,0.69400432,0.00794830,0.00100000,64.75517157,5.00000000
39738,434,0.04677012,0.99138101,0.00979633,0.00100000,36.97379733,5.00000000
39758,434,0.04697872,1.03231505,0.00979633,0.00100000,37.18239460,5.00000000
39858,400,0.04594451,1.08474484,0.00782720,0.00100000,38.11731834,5.00000000
39922,434,0.03443571,1.18720108,0.00979633,0.00100000,24.63938255,5.00000000
39974,274,0.08169505,0.64726901,0.00962937,0.00100000,72.06567939,5.00000000
40140,274,0.24307691,0.85445122,0.00962937,0.00100000,233.44754197,5.00000000
40149,492,0.03376943,0.90753558,0.00958049,0.00100000,24.18894708,5.00000000
40159,495,0.02202047,0.74047023,0.00696458,0.00100000,15.05589340,5.00000000
40310,304,0.01965411,0.88440913,0.00365997,0.00100000,15.99414409,5.00000000
40311,495,0.04487422,0.94158668,0.00774649,0.00100000,37.12773414,5.00000000
40330,495,0.00894884,0.97376530,0.00780661,0.00100000,1.20235287,-1.79764713
40348,304,0.01787142,0.89866845,0.00365997,0.00100000,14.21145177,5.00000000
40399,304,0.03077960,1.03258784,0.00365997,0.00100000,27.11963483,5.00000000
40420,205,0.07626502,0.89176822,0.00592247,0.00100000,70.34254511,5.00000000
40429,205,0.12338395,0.74886126,0.00592247,0.00100000,117.46147742,5.00000000
40480,381,0.04635058,1.04844449,0.00892808,0.00100000,37.42249344,5.00000000
40572,205,0.01417668,0.83607313,0.00592247,0.00100000,8.25421324,5.00000000
40699,493,0.08375345,1.12230119,0.00603609,0.00100000,77.71735921,5.00000000
40700,493,0.09985783,1.26253840,0.00603609,0.00100000,93.82174458,5.00000000
40713,511,0.02934174,1.03682881,0.00212337,0.00100000,27.21836612,5.00000000
40715,304,0.03514588,0.84825602,0.00311716,0.00100000,32.02871903,5.00000000
40822,205,0.04685755,0.91720632,0.00628458,0.00100000,40.57297058,5.00000000
40863,379,0.26523973,0.97818767,0.00891322,0.00100000,256.32651397,5.00000000
40894,443,0.08253453,0.66416130,0.00527602,0.00100000,77.25850524,5.00000000
40903,485,0.17787700,1.16493093,0.00662786,0.00100000,171.24913882,5.00000000
41074,509,0.04178017,0.60669618,0.00890056,0.00100000,32.87961764,5.00000000
41082,237,0.09347485,0.79891085,0.00995947,0.00100000,83.51538429,5.00000000
41159,402,0.01013052,0.89601829,0.00821500,0.00100000,2.01633347,-0.98366653
41169,237,0.07050413,0.70545341,0.00995947,0.00100000,60.54465685,5.00000000
41213,237,0.04694644,0.98120619,0.00995947,0.00100000,36.98697327,5.00000000
41292,282,0.18708503,0.67143839,0.00646596,0.00100000,180.61906207,5.00000000
41312,256,0.14397975,1.39023362,0.00976925,0.00100000,134.21049359,5.00000000
41322,282,0.03757340,0.78543303,0.00646596,0.00100000,31.10743434,5.00000000
41376,282,0.10843248,0.84902904,0.00646596,0.00100000,101.96651682,5.00000000
41455,509,0.07071097,0.96624334,0.00713807,0.00100000,63.57290759,5.00000000
41653,272,0.01905720,0.77860498,0.00456433,0.00100000,14.49287126,5.00000000
41665,272,0.10896098,1.10927392,0.00456433,0.00100000,104.39664825,5.00000000
41694,509,0.02185966,0.82604273,0.00713807,0.00100000,14.72159159,5.00000000
41773,282,0.21029924,1.17196154,0.00775409,0.00100000,202.54514599,5.00000000
41809,275,0.03329567,0.63994045,0.00976457,0.00100000,23.53110175,5.00000000
41813,275,0.00755635,0.73245615,0.00965415,0.00100000,-2.20821723,-5.00000000
41865,275,0.01403148,1.02267276,0.00965415,0.00100000,4.37732227,1.37732227
41934,275,0.15735162,1.23082514,0.00965415,0.00100000,147.69746738,5.00000000
41939,304,0.04887436,0.76014669,0.00867123,0.00100000,40.20313267,5.00000000
41963,485,0.15423060,1.24403496,0.00971088,0.00100000,144.51972434,5.00000000
41976,485,0.03374157,0.79121179,0.00971088,0.00100000,24.03068966,5.00000000
41978,307,0.03185717,1.07860195,0.00374771,0.00100000,28.10945846,5.00000000
42145,307,0.04350190,0.74550419,0.00374771,0.00100000,39.75419245,5.00000000
42314,448,0.02704762,0.88528432,0.00639734,0.00100000,20.65028486,5.00000000
42375,495,0.02261840,0.48979997,0.00696558,0.00100000,15.65281394,5.00000000
42403,304,0.06316414,0.80715693,0.00785849,0.00100000,55.30564822,5.00000000
42416,495,0.04995556,0.76222127,0.00696558,0.00100000,42.98997666,5.00000000
42510,485,0.02068972,0.82041205,0.00786375,0.00100000,12.82597512,5.00000000
42533,493,0.01359516,1.17559515,0.00838696,0.00100000,5.20819601,2.20819601
42543,273,0.11329990,0.47795476,0.00611361,0.00100000,107.18628894,5.00000000
42557,485,0.03113854,0.91594994,0.00786375,0.00100000,23.27479540,5.00000000
42609,272,0.01230558,0.76491505,0.00776952,0.00100000,4.53606189,1.53606189
42691,272,0.02696293,0.93596405,0.00776952,0.00100000,19.19341606,5.00000000
42695,272,0.00832660,0.82678595,0.00779737,0.00100000,0.55708487,-2.44291513
42704,272,0.05072851,1.18549838,0.00779737,0.00100000,42.93114358,5.00000000
42707,314,0.05680063,1.27469068,0.00930169,0.00100000,47.49894151,5.00000000
42712,272,0.01817682,0.85839287,0.00779737,0.00100000,10.37944670,5.00000000
42779,305,0.05147787,0.83636291,0.00326130,0.00100000,48.21656458,5.00000000
