block_end_step,block_valid,block_evidence,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining
79999,1,0.00211746,0.95863891,95.86389088,0.00175174,0.00075662,0.00099512,1,0,0,0,0,1,0
80099,1,0.00080370,0.82643727,82.64372686,0.00156213,0.00075709,0.00080504,1,0,0,0,0,1,0
80199,1,0.00944933,0.93788425,93.78842495,0.00313957,0.00084401,0.00229556,1,0,0,0,0,1,0
80299,1,0.00185995,0.94785239,94.78523859,0.00288365,0.00085417,0.00202947,1,0,0,0,0,1,0
80399,1,0.00000000,0.96392453,96.39245345,0.00230692,0.00084563,0.00146129,1,0,0,0,0,1,0
80499,1,0.00059178,0.94721260,94.72126039,0.00196389,0.00084309,0.00112080,1,0,0,0,0,1,0
80599,1,0.00022176,0.96770305,96.77030516,0.00161546,0.00083688,0.00077859,1,0,0,0,0,1,0
80699,1,0.00000000,0.96022530,96.02253008,0.00129237,0.00082851,0.00046386,1,0,0,0,0,1,0
80799,1,0.00085960,0.95802652,95.80265221,0.00120582,0.00082882,0.00037700,1,0,0,0,0,1,0
80899,1,0.00077891,0.96151191,96.15119059,0.00112043,0.00082832,0.00029211,1,0,0,0,0,1,0
80999,1,0.00190182,0.94550205,94.55020481,0.00127671,0.00083906,0.00043765,1,0,0,0,0,1,0
81099,1,0.00656216,0.56311142,56.31114171,0.00233380,0.00089629,0.00143751,1,0,0,0,0,1,0
81199,1,0.00036174,0.97672349,97.67234868,0.00193939,0.00089094,0.00104845,1,0,0,0,0,1,0
81299,1,0.00014094,0.94565450,94.56545018,0.00157970,0.00088344,0.00069626,1,0,0,0,0,1,0
81399,1,0.00000000,0.96407653,96.40765250,0.00126376,0.00087461,0.00038915,1,0,0,0,0,1,0
81499,1,0.00111640,0.96499259,96.49925902,0.00123429,0.00087703,0.00035726,1,0,0,0,0,1,0
81599,1,0.00003396,0.94518152,94.51815232,0.00099422,0.00086860,0.00012563,1,0,0,0,0,1,0
81699,1,0.00099244,0.96042218,96.04221815,0.00099387,0.00086983,0.00012403,1,0,0,0,0,1,0
81799,1,0.00018776,0.97848474,97.84847422,0.00083265,0.00086301,-0.00003037,1,0,0,0,0,1,0
81899,1,0.00000000,0.97021612,97.02161159,0.00066612,0.00085438,-0.00018827,1,0,0,0,0,1,0
81999,1,0.00026029,0.96780833,96.78083262,0.00058495,0.00084844,-0.00026349,1,0,0,0,0,1,0
82099,1,0.30612507,0.54261873,54.26187277,0.06169297,0.00390121,0.05779177,1,0,0,0,0,1,0
82199,1,0.77729630,0.78884991,78.88499143,0.20481364,0.01163516,0.19317848,1,0,1,0,0,1,0
82299,1,0.88624234,0.84070637,84.07063732,0.34109938,0.02038123,0.32071815,1,0,2,0,0,1,0
82399,1,0.90751534,0.76564883,76.56488299,0.45438257,0.02925257,0.42513000,0,1,0,0,0,1,0
