step,fast_slow_gap,fast_wins,gap_evidence,state_action_pseudo_count,state_action_familiarity_weight,familiarity_ready,familiarity_warmup_remaining,block_completed,block_valid,block_evidence,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining,adaptation_active,adaptation_remaining,predictor_lr,active_slow_ema,initial_warmup_remaining,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,predictor_nll
16000,7.07393646,1,0.63424206,64,0.99833844,1,0,0,0,nan,nan,nan,0.03962870,0.00743254,0.03219615,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-76.92984772,-84.00378418,1.29639244,1.22420299,0.00499127,0.00471710,78.49591573
16099,0.19994354,1,0.00000000,77,0.99954717,1,0,1,1,0.02877228,0.82409101,82.40910125,0.03745741,0.00764594,0.02981147,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.87181854,-19.07176208,23.37638664,17.16378021,0.06624640,0.05979981,19.18035269
16100,0.54766655,1,0.00000000,19,0.85043138,1,0,0,0,nan,nan,nan,0.03745741,0.00764594,0.02981147,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.38375664,-17.93142319,18.88056755,13.43272018,0.03024349,0.02363566,17.27374840
16199,0.86565971,1,0.00000000,14,0.75340304,1,0,1,1,0.00383800,0.91457781,91.45778147,0.03073353,0.00760786,0.02312567,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.90086746,-19.76652718,33.67549515,31.40186882,0.07795826,0.07769968,19.03019524
16200,0.59324646,1,0.00000000,24,0.90928205,1,0,0,0,nan,nan,nan,0.03073353,0.00760786,0.02312567,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.59462547,-19.18787193,35.87510681,34.51955414,0.09330696,0.09722461,19.79360962
16299,1.02922821,1,0.00000000,36,0.97267628,1,0,1,1,0.00258929,0.94828263,94.82826258,0.02510468,0.00755767,0.01754701,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.73201180,-18.76124001,15.71987724,15.76199150,0.04224427,0.03907898,17.65162163
16300,1.26265717,1,0.00000000,102,0.99996283,1,0,0,0,nan,nan,nan,0.02510468,0.00755767,0.01754701,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.01940918,-19.28206635,22.01786613,20.90178299,0.06536751,0.06163621,18.35537434
16399,0.84183884,1,0.00000000,35,0.96980262,1,0,1,1,0.01035502,0.89302310,89.30231022,0.02215475,0.00758565,0.01456910,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.60472488,-17.44656372,24.98641586,27.68359375,0.07621910,0.07041195,16.65829992
16400,0.23482513,1,0.00000000,49,0.99255342,1,0,0,0,nan,nan,nan,0.02215475,0.00758565,0.01456910,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.57197762,-19.80680275,8.72265530,9.26993942,0.03102766,0.02927973,19.68330669
16499,1.57651520,1,0.00000000,35,0.96980262,1,0,1,1,0.02204704,0.88425268,88.42526836,0.02213321,0.00773026,0.01440294,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.36069107,-17.93720627,9.04753304,10.51022339,0.03984800,0.03918746,15.80503774
16500,0.93430901,1,0.00000000,32,0.95923780,1,0,0,0,nan,nan,nan,0.02213321,0.00773026,0.01440294,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.82259369,-19.75690269,6.61564302,7.58010292,0.03371398,0.03345852,19.39033000
16599,0.41604424,1,0.00000000,70,0.99908812,1,0,1,1,0.02519649,0.90565560,90.56556047,0.02274586,0.00790492,0.01484094,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.84981728,-20.26586151,39.83112717,44.55898285,0.15137513,0.14391610,22.20127983
16600,0.71739578,1,0.00000000,36,0.97267628,1,0,0,0,nan,nan,nan,0.02274586,0.00790492,0.01484094,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.86191177,-19.57930756,17.62378693,20.90700340,0.07818738,0.07830532,18.99356842
16699,0.52309418,1,0.00000000,55,0.99591323,1,0,1,1,0.00695205,0.91404865,91.40486502,0.01958710,0.00789540,0.01169171,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.10917091,-18.63226509,7.84111214,9.17133713,0.03806154,0.03681976,18.43300009
16700,0.92549133,1,0.00000000,52,0.99448344,1,0,0,0,nan,nan,nan,0.01958710,0.00789540,0.01169171,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.26258469,-17.18807602,14.79527092,18.39863968,0.05654985,0.05697308,16.09298539
16799,-0.20063400,0,0.00000000,56,0.99630214,1,0,1,1,0.00000000,0.96159667,96.15966742,0.01566968,0.00781644,0.00785324,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.16086578,-15.96023178,34.66553116,40.30138397,0.11331256,0.10115109,19.11001333
16800,1.02049637,1,0.00000000,80,0.99966454,1,0,0,0,nan,nan,nan,0.01566968,0.00781644,0.00785324,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.42833900,-18.44883537,22.01926422,27.35819817,0.05471832,0.05136393,17.71662521
16899,0.10285187,1,0.00000000,20,0.86466472,1,0,1,1,0.00017125,0.97104489,97.10448942,0.01256999,0.00773999,0.00483000,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-22.03775406,-22.14060593,19.94781876,26.73109627,0.05350252,0.05275733,21.82944870
16900,-0.09489822,0,0.00000000,15,0.77686984,1,0,0,0,nan,nan,nan,0.01256999,0.00773999,0.00483000,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.26782990,-16.17293167,38.28919220,45.05548096,0.13378778,0.13789664,18.88508368
16999,0.66249466,1,0.00000000,75,0.99944692,1,0,1,1,0.00016154,0.92515880,92.51588002,0.01008830,0.00766421,0.00242410,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.04788780,-20.71038246,20.36148262,25.79208946,0.06525902,0.06113850,20.90138702
17000,-0.41632462,0,0.00000000,49,0.99255342,1,0,0,0,nan,nan,nan,0.01008830,0.00766421,0.00242410,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-38.29734039,-37.88101578,1.17435467,1.21823418,0.00450469,0.00426819,38.47581100
17099,0.29964638,1,0.00000000,79,0.99962926,1,0,1,1,0.00000000,0.91658750,91.65874974,0.00807064,0.00758756,0.00048308,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-21.13875198,-21.43839836,5.62149191,6.40584278,0.03096566,0.03166611,21.25185928
17100,1.00953865,1,0.00000000,61,0.99775713,1,0,0,0,nan,nan,nan,0.00807064,0.00758756,0.00048308,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.28780556,-17.29734421,5.73314190,6.35274601,0.02917629,0.02536573,16.07773399
17199,0.89161682,1,0.00000000,65,0.99849656,1,0,1,1,0.00104631,0.87543873,87.54387251,0.00666578,0.00752215,-0.00085637,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.78313446,-20.67475128,3.44875050,3.44795084,0.02244589,0.02285828,19.81317202
17200,0.56735611,1,0.00000000,63,0.99816370,1,0,0,0,nan,nan,nan,0.00666578,0.00752215,-0.00085637,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-24.24691772,-24.81427383,2.78650832,2.77885342,0.02493509,0.02440057,24.12280607
17299,0.84592628,1,0.00000000,31,0.95495080,1,0,1,1,0.00794831,0.84189619,84.18961940,0.00692228,0.00752641,-0.00060413,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-24.07983017,-24.92575645,9.47929859,8.93702030,0.06145994,0.06175984,24.94404538
17300,0.57958794,1,0.00000000,91,0.99988833,1,0,0,0,nan,nan,nan,0.00692228,0.00752641,-0.00060413,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.01189613,-19.59148407,23.47816277,22.63573837,0.09075410,0.08712360,19.03252745
17399,1.13364220,1,0.00000000,70,0.99908812,1,0,1,1,0.00259391,0.91568920,91.56891998,0.00605661,0.00747709,-0.00142048,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.16622734,-19.29986954,14.25618839,12.10539627,0.04788356,0.04573917,18.26441892
17400,0.55280304,1,0.00000000,45,0.98889100,1,0,0,0,nan,nan,nan,0.00605661,0.00747709,-0.00142048,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.73478127,-17.28758430,18.58701897,15.66091251,0.04709206,0.05084671,16.35835552
17499,0.09443092,1,0.00000000,29,0.94497678,1,0,1,1,0.00006557,0.96359011,96.35901067,0.00485840,0.00740297,-0.00254457,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.39853287,-17.49296379,14.49719620,14.58018303,0.05085698,0.04892786,17.54794216
17500,0.20948029,1,0.00000000,67,0.99876909,1,0,0,0,nan,nan,nan,0.00485840,0.00740297,-0.00254457,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.01906013,-17.22854042,26.33739471,26.75810814,0.05946694,0.05761474,18.71401072
17599,0.49629211,1,0.00000000,46,0.98994816,1,0,1,1,0.00195964,0.93578889,93.57888863,0.00427865,0.00734854,-0.00306989,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.44487286,-15.94116497,28.13052750,31.24724960,0.05452249,0.05540122,15.43010616
17600,0.86561966,1,0.00000000,71,0.99917490,1,0,0,0,nan,nan,nan,0.00427865,0.00734854,-0.00306989,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.05125046,-16.91687012,20.18263435,22.60071373,0.05885798,0.05817454,16.79913998
17699,0.83550072,1,0.00000000,31,0.95495080,1,0,1,1,0.00720291,0.93578536,93.57853623,0.00486350,0.00734708,-0.00248358,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.32635689,-18.16185760,4.40726185,4.87119913,0.02988201,0.02985998,17.48062801
17700,1.16992378,1,0.00000000,104,0.99996957,1,0,0,0,nan,nan,nan,0.00486350,0.00734708,-0.00248358,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-14.59247971,-15.76240349,6.96023130,7.80200386,0.03995981,0.04320169,14.81139851
17799,1.23590469,1,0.00000000,90,0.99987659,1,0,1,1,0.04607210,0.96795829,96.79582897,0.01310522,0.00773433,0.00537089,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.53662872,-19.77253342,19.59634781,22.14317131,0.06727273,0.06718072,19.80333900
17800,1.54777145,1,0.00000000,53,0.99500841,1,0,0,0,nan,nan,nan,0.01310522,0.00773433,0.00537089,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.97618484,-19.52395630,15.59886646,18.95837784,0.05207404,0.05453959,19.64444160
17899,1.10004997,1,0.00000000,57,0.99665403,1,0,1,1,0.03431839,0.94629745,94.62974527,0.01734785,0.00800017,0.00934768,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.38156128,-21.48161125,9.49796581,11.29677486,0.05818077,0.06092463,20.86960602
17900,2.45641708,1,0.05705214,34,0.96662673,1,0,0,0,nan,nan,nan,0.01734785,0.00800017,0.00934768,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.25962448,-19.71604156,28.43759155,32.90114975,0.13141899,0.12852222,18.52585602
17999,1.62653160,1,0.00000000,22,0.88919684,1,0,1,1,0.03978183,0.96842593,96.84259341,0.02183465,0.00831799,0.01351666,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.49925804,-18.12578964,8.23732758,9.48072910,0.03809940,0.03574339,16.80512238
18000,-0.10579681,0,0.00000000,107,0.99997746,1,0,0,0,nan,nan,nan,0.02183465,0.00831799,0.01351666,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-48.27435303,-48.16855621,1.16352618,1.19390154,0.00312978,0.00275638,48.18764019
18099,1.93017197,1,0.00000000,46,0.98994816,1,0,1,1,0.00000000,0.95798147,95.79814683,0.01746772,0.00823481,0.00923291,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.00570679,-19.93587875,10.88689137,12.23394203,0.06946949,0.06907939,18.73344755
18100,1.38633919,1,0.00000000,103,0.99996637,1,0,0,0,nan,nan,nan,0.01746772,0.00823481,0.00923291,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.56928062,-16.95561981,5.10612202,5.29989624,0.03815836,0.03461558,15.36710008
18199,0.99495316,1,0.00000000,102,0.99996283,1,0,1,1,0.00655492,0.85712352,85.71235191,0.01528516,0.00821801,0.00706715,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.53855133,-21.53350449,5.36958790,5.02057076,0.04404409,0.03749898,21.10616779
18200,1.50668907,1,0.00000000,36,0.97267628,1,0,0,0,nan,nan,nan,0.01528516,0.00821801,0.00706715,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.94536781,-20.45205688,10.63497543,10.69411182,0.07265617,0.07034278,19.06950111
18299,1.23829079,1,0.00000000,94,0.99991728,1,0,1,1,0.00938375,0.90047200,90.04720039,0.01410488,0.00822967,0.00587521,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.11658478,-19.35487556,8.48042011,7.40441370,0.02756738,0.02526759,18.70547613
18300,1.81917381,1,0.00000000,53,0.99500841,1,0,0,0,nan,nan,nan,0.01410488,0.00822967,0.00587521,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.44437408,-21.26354790,8.71200562,7.65414619,0.03513049,0.03204466,20.07740211
18399,0.90625572,1,0.00000000,32,0.95923780,1,0,1,1,0.00957653,0.92049212,92.04921205,0.01319921,0.00824314,0.00495607,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.54137039,-20.44762611,21.37784767,17.80795479,0.12019389,0.10370442,19.95029926
18400,0.86220169,1,0.00000000,46,0.98994816,1,0,0,0,nan,nan,nan,0.01319921,0.00824314,0.00495607,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.74118805,-20.60338974,25.65414047,22.57380486,0.08074315,0.08232874,19.14298948
18499,1.75036430,1,0.00000000,8,0.55067104,1,0,1,1,0.00901655,0.90085260,90.08526019,0.01236268,0.00825087,0.00411181,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-24.13820076,-25.88856506,6.24133730,5.47405910,0.03857498,0.03470165,25.16547871
18500,0.99319267,1,0.00000000,24,0.90928205,1,0,0,0,nan,nan,nan,0.01236268,0.00825087,0.00411181,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.20755196,-19.20074463,19.16884041,15.01397038,0.07266653,0.06572037,18.61577670
18599,1.73774910,1,0.00000000,134,0.99999848,1,0,1,1,0.00985381,0.89880083,89.88008348,0.01186090,0.00826690,0.00359400,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-27.65139389,-29.38914299,6.28037024,5.37332106,0.02557249,0.02179505,27.86049938
18600,1.41883278,1,0.00000000,1,0.09516258,1,0,0,0,nan,nan,nan,0.01186090,0.00826690,0.00359400,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-21.80169106,-23.22052383,9.54817390,7.98267698,0.05363521,0.05641168,22.41784604
18699,2.52318954,1,0.06539869,26,0.92572642,1,0,1,1,0.02350230,0.90156590,90.15658960,0.01418918,0.00841925,0.00576993,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.74470139,-21.26789093,9.33392334,7.39340782,0.04241804,0.04077879,18.91548157
18700,1.94981956,1,0.00000000,106,0.99997508,1,0,0,0,nan,nan,nan,0.01418918,0.00841925,0.00576993,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.39989281,-21.34971237,8.87610722,7.20690155,0.04053024,0.04154583,19.71485376
18799,0.99156952,1,0.00000000,25,0.91791500,1,0,1,1,0.02049370,0.93209544,93.20954438,0.01545009,0.00854000,0.00691009,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.13674927,-17.12831879,27.56361389,23.11261368,0.05261113,0.04286765,17.41728306
18800,0.43119431,1,0.00000000,55,0.99591323,1,0,0,0,nan,nan,nan,0.01545009,0.00854000,0.00691009,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.17322922,-16.60442352,19.02035332,15.11124325,0.08323284,0.07740780,16.73385696
18899,1.79422188,1,0.00000000,98,0.99994455,1,0,1,1,0.02226073,0.94267162,94.26716241,0.01681221,0.00867721,0.00813501,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.53357124,-21.32779312,4.63295078,3.83275342,0.01967978,0.01761920,19.23568821
18900,1.97598457,1,0.00000000,52,0.99448344,1,0,0,0,nan,nan,nan,0.01681221,0.00867721,0.00813501,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.58129883,-19.55728340,10.27391720,8.47465038,0.03404580,0.03067522,17.52179972
18999,1.17811108,1,0.00000000,20,0.86466472,1,0,1,1,0.02575856,0.93105081,93.10508141,0.01860148,0.00884802,0.00975346,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.54492092,-16.72303200,22.00608826,17.46931648,0.09398995,0.09843504,15.54608409
19000,2.21989822,1,0.02748728,163,0.99999992,1,0,0,0,nan,nan,nan,0.01860148,0.00884802,0.00975346,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-33.57699203,-35.79689026,1.23440218,1.18846560,0.00304715,0.00284799,33.52548726
19099,-0.14706802,0,0.00000000,67,0.99876909,1,0,1,1,0.03065296,0.91772056,91.77205628,0.02101178,0.00906607,0.01194571,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.19187927,-20.04481125,23.55103874,18.20032120,0.05878697,0.06288750,20.96747398
19100,1.22672462,1,0.00000000,26,0.92572642,1,0,0,0,nan,nan,nan,0.02101178,0.00906607,0.01194571,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.38001633,-20.60674095,22.78356361,18.60208893,0.05825847,0.05411752,20.32411814
19199,2.14433479,1,0.01804185,130,0.99999774,1,0,1,1,0.03335905,0.95404892,95.40489196,0.02348123,0.00930900,0.01417223,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.94981575,-18.09415054,4.98185110,3.96511555,0.01605639,0.01594386,16.12546094
19200,2.20319939,1,0.02539992,81,0.99969646,1,0,0,0,nan,nan,nan,0.02348123,0.00930900,0.01417223,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.97697639,-22.18017578,5.14530754,4.24347353,0.02459048,0.02369852,20.54115677
19299,0.25469208,1,0.00000000,18,0.83470111,1,0,1,1,0.01523774,0.94410073,94.41007263,0.02183253,0.00936829,0.01246425,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.81851196,-18.07320404,31.48099136,27.92130089,0.07006162,0.06462157,21.14328599
19300,0.85097313,1,0.00000000,63,0.99816370,1,0,0,0,nan,nan,nan,0.02183253,0.00936829,0.01246425,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.25822067,-19.10919380,12.83385754,10.61448383,0.04466448,0.04064076,18.98417616
19399,0.82792091,1,0.00000000,26,0.92572642,1,0,1,1,0.00237696,0.92898569,92.89856920,0.01794142,0.00929837,0.00864305,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.03203583,-20.85995674,16.88722801,14.94776440,0.08363850,0.06901827,21.45395517
19400,1.96630859,1,0.00000000,66,0.99863963,1,0,0,0,nan,nan,nan,0.01794142,0.00929837,0.00864305,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.90737152,-21.87368011,10.85249043,9.25871563,0.04683813,0.04087004,19.45721436
19499,1.31214905,1,0.00000000,68,0.99888622,1,0,1,1,0.00658371,0.95277637,95.27763684,0.01566988,0.00927123,0.00639865,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.57983971,-16.89198875,12.07856560,10.37783051,0.03395599,0.03163183,15.41525364
19500,1.55039215,1,0.00000000,49,0.99255342,1,0,0,0,nan,nan,nan,0.01566988,0.00927123,0.00639865,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.25933075,-19.80972290,8.64243507,7.58972836,0.03643113,0.03796928,18.30703163
19599,2.38681412,1,0.04835176,58,0.99697245,1,0,1,1,0.00905214,0.96097249,96.09724902,0.01434633,0.00926904,0.00507729,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-26.39056015,-28.77737427,18.80324936,16.09988785,0.06319160,0.05847692,26.96301746
19600,1.53289032,1,0.00000000,72,0.99925341,1,0,0,0,nan,nan,nan,0.01434633,0.00926904,0.00507729,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.80314255,-22.33603287,40.91334152,39.75799179,0.12130984,0.10900739,33.05239868
19699,1.63291740,1,0.00000000,37,0.97527647,1,0,1,1,0.16563188,0.93551614,93.55161402,0.04460344,0.01083266,0.03377078,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.88077545,-21.51369286,15.26010132,15.43862915,0.06572335,0.06237478,20.88756332
19700,-0.26143456,0,0.00000000,70,0.99908812,1,0,0,0,nan,nan,nan,0.04460344,0.01083266,0.03377078,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-22.15708351,-21.89564896,45.78535461,46.63651657,0.11997489,0.09334827,45.82313919
19799,3.39349747,1,0.17418718,54,0.99548342,1,0,1,1,0.10220793,0.95419298,95.41929771,0.05612434,0.01174642,0.04437792,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.85505104,-20.24854851,28.98154068,33.30095673,0.05778078,0.05406179,17.61452961
19800,1.74018669,1,0.00000000,63,0.99816370,1,0,0,0,nan,nan,nan,0.05612434,0.01174642,0.04437792,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.85913849,-18.59932518,14.98948479,17.26637077,0.04257353,0.04086379,16.90369873
19899,0.73262787,1,0.00000000,69,0.99899221,1,0,1,1,0.08089834,0.95546170,95.54616989,0.06107914,0.01243794,0.04864120,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.41395950,-17.14658737,26.39912605,32.30113220,0.06477855,0.05851661,17.60072263
19900,1.74280357,1,0.00000000,52,0.99448344,1,0,0,0,nan,nan,nan,0.06107914,0.01243794,0.04864120,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.02628517,-21.76908875,33.98950958,38.50283432,0.06709951,0.06135067,20.89189593
19999,-1.19820786,0,0.00000000,72,0.99925341,1,0,1,1,0.04545402,0.94410530,94.41052952,0.05795411,0.01276810,0.04518602,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.19181442,-17.99360657,29.02818489,43.03657913,0.06322894,0.05396252,20.37143834
20000,-1.63027191,0,0.00000000,101,0.99995892,1,0,0,0,nan,nan,nan,0.05795411,0.01276810,0.04518602,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-51.47708130,-49.84680939,1.29936397,1.34194541,0.00512592,0.00499314,54.20247459
20099,-0.58535004,0,0.00000000,146,0.99999954,1,0,1,1,0.00000000,0.95598597,95.59859684,0.04636329,0.01264042,0.03372287,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.42115784,-18.83580780,8.08106613,9.95992661,0.03502379,0.03365577,18.93922424
20100,-0.51198769,0,0.00000000,113,0.99998763,1,0,0,0,nan,nan,nan,0.04636329,0.01264042,0.03372287,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.14956474,-16.63757706,8.92431736,10.95929527,0.04882916,0.04769376,16.87130674
20199,-0.30196381,0,0.00000000,93,0.99990858,1,0,1,1,0.00000000,0.95683402,95.68340240,0.03709063,0.01251401,0.02457662,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-17.53599930,-17.23403549,5.69013166,6.01669502,0.03052554,0.02746055,17.18587430
20200,-0.27707481,0,0.00000000,117,0.99999171,1,0,0,0,nan,nan,nan,0.03709063,0.01251401,0.02457662,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.88151932,-19.60444450,4.65778255,4.94063473,0.03095095,0.02646738,19.99570656
20299,-4.07196045,0,0.00000000,21,0.87754357,1,0,1,1,0.00187885,0.93551073,93.55107335,0.03004828,0.01240766,0.01764062,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-24.40380859,-20.33184814,48.10671234,49.07660294,0.11849332,0.09968715,59.88933055
20300,-0.21737480,0,0.00000000,19,0.85043138,1,0,0,0,nan,nan,nan,0.03004828,0.01240766,0.01764062,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.05949593,-19.84212112,38.86503601,40.83210754,0.10232371,0.09190974,28.14883868
20399,3.16470337,1,0.14558792,31,0.95495080,1,0,1,1,0.03524663,0.96233206,96.23320612,0.03108795,0.01263605,0.01845190,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.96766281,-23.13236618,42.02872849,45.59186554,0.13277473,0.11973507,22.34247526
20400,0.07289314,1,0.00000000,57,0.99665403,1,0,0,0,nan,nan,nan,0.03108795,0.01263605,0.01845190,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-21.70429230,-21.77718544,10.51550674,12.31310558,0.06419108,0.06333127,21.97136879
20499,2.03221512,1,0.00402689,41,0.98342732,1,0,1,1,0.03089053,0.95887433,95.88743300,0.03104846,0.01281859,0.01822987,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.57639313,-21.60860825,37.59143829,40.01114655,0.07001380,0.06814011,22.43120308
20500,2.32466412,1,0.04058301,55,0.99591323,1,0,0,0,nan,nan,nan,0.03104846,0.01281859,0.01822987,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.23158932,-17.55625343,27.68387222,32.11178207,0.10511577,0.09615234,13.73185730
20599,1.93605804,1,0.00000000,124,0.99999588,1,0,1,1,0.00989064,0.97282198,97.28219751,0.02681690,0.01278931,0.01402758,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.19970322,-20.13576126,33.47853851,38.84463501,0.09242979,0.08885871,20.20657603
20600,-0.62474060,0,0.00000000,58,0.99697245,1,0,0,0,nan,nan,nan,0.02681690,0.01278931,0.01402758,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.08394623,-19.45920563,9.07474995,11.15771484,0.03471040,0.03165910,19.98037720
20699,-0.77122307,0,0.00000000,24,0.90928205,1,0,1,1,0.00977571,0.94960636,94.96063649,0.02340866,0.01275918,0.01064948,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.13304520,-15.36182213,33.21265793,39.46723938,0.09337512,0.08551636,17.23592091
20700,1.54673195,1,0.00000000,89,0.99986361,1,0,0,0,nan,nan,nan,0.02340866,0.01275918,0.01064948,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-21.04368973,-22.59042168,25.27963066,32.19635773,0.09818050,0.09611184,22.21638184
20799,1.11599922,1,0.00000000,82,0.99972535,1,0,1,1,0.00096299,0.95142779,95.14277865,0.01891953,0.01264122,0.00627831,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.91613770,-20.03213692,24.99304771,33.62702179,0.06186262,0.06595016,19.49809361
20800,0.60356331,1,0.00000000,101,0.99995892,1,0,0,0,nan,nan,nan,0.01891953,0.01264122,0.00627831,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.06540775,-15.66897106,22.84271049,30.10079002,0.07514787,0.07797583,16.01956201
