step,fast_slow_gap,fast_wins,bernoulli_llr,cusum_W,detector_active,regime_change,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,initial_warmup_remaining,post_change_warmup_remaining,predictor_nll
75900,0.36910963,1,0.33647224,0.98494763,1,0,-4.75765133,-5.12676096,9.78133774,11.37123775,0.05430691,0.04850283,0,0,8.15441044
76000,-0.17439270,0,-0.51082562,0.00000000,1,0,-33.76597214,-33.59157944,2.55210352,2.64864087,0.04523783,0.04234985,0,0,33.93201256
76100,0.97801018,1,0.33647224,13.17442524,1,0,-19.25192451,-20.22993469,5.84319639,5.35916233,0.13925368,0.14727046,0,0,21.04149818
76200,-0.23272324,0,-0.51082562,0.99718217,1,0,-12.49932098,-12.26659775,11.55281734,11.41566849,0.07843741,0.07572676,0,0,14.81851530
76300,-0.61762929,0,-0.51082562,0.00000000,1,0,-2.66209149,-2.04446220,5.59679747,6.06213808,0.04287808,0.03082367,0,0,3.22479856
76400,0.59739089,1,0.33647224,1.65789211,1,0,-2.61648273,-3.21387362,9.16839981,10.39705944,0.04917349,0.04744543,0,0,2.73152351
76500,-0.17479229,0,-0.51082562,0.49859109,1,0,-10.09725666,-9.92246437,7.95240593,8.61629772,0.04757174,0.04781742,0,0,10.17292833
76600,-0.03441179,0,-0.51082562,0.00000000,1,0,-1.24887526,-1.21446347,4.70011759,5.04445410,0.05682021,0.05799450,0,0,0.78455973
76700,-0.69543409,0,-0.51082562,0.00000000,1,0,-4.90193367,-4.20649958,8.56572819,9.97355270,0.04322333,0.04993536,0,0,8.11893541
76800,-1.26300669,0,-0.51082562,0.00000000,1,0,-8.53275394,-7.26974726,12.43700504,13.72230339,0.20227745,0.19082479,0,0,8.36447203
76900,-0.31526518,0,-0.51082562,1.32141987,1,0,-0.74038768,-0.42512250,9.46756840,10.55986023,0.11229189,0.09873459,0,0,1.52899877
77000,0.37006760,1,0.33647224,2.16871773,1,0,-35.46418381,-35.83425140,1.66952550,1.68901587,0.01825374,0.01891915,0,0,36.72924995
77100,-0.81645763,0,-0.51082562,0.00000000,1,0,-0.80907333,0.00738430,6.35726738,6.65292358,0.07137404,0.05148347,0,0,1.52064196
77200,-0.50092268,0,-0.51082562,0.16211885,1,0,-1.81718469,-1.31626201,11.03930473,12.08464241,0.07742397,0.08196784,0,0,4.39821267
77300,-0.37681961,0,-0.51082562,3.76543715,1,0,-11.38248253,-11.00566292,8.58138752,8.77752018,0.05120918,0.04789133,0,0,13.51589131
77400,0.57215691,1,0.33647224,11.99372500,1,0,-7.52526093,-8.09741783,13.93327999,13.67355347,0.16103680,0.14505595,0,0,8.34440804
77500,-0.27640438,0,-0.51082562,7.51254495,1,0,-5.42622185,-5.14981747,9.01728439,8.45232010,0.08486889,0.08228306,0,0,6.00474138
77600,-1.31529427,0,-0.51082562,0.31200316,1,0,-3.10350132,-1.78820705,7.25177002,6.46989679,0.05383249,0.07515351,0,0,5.11950955
77700,-0.40314245,0,-0.51082562,0.32423770,1,0,1.09355736,1.49669981,4.89499092,4.93042850,0.06955424,0.06143618,0,0,-0.45011002
77800,-0.26947880,0,-0.51082562,0.83506332,1,0,0.91297269,1.18245149,7.31198311,6.67975998,0.06733779,0.05853923,0,0,0.81026721
77900,-0.66703105,0,-0.51082562,0.00000000,1,0,1.64192057,2.30895162,4.56472111,4.42273283,0.04989949,0.04163489,0,0,-0.43958851
78000,0.07159805,1,0.33647224,0.33647224,1,0,-36.78649139,-36.85808945,1.93990624,1.95042849,0.03366523,0.03234730,0,0,37.15847524
78100,0.09242201,1,0.33647224,0.33647224,1,0,-3.82973909,-3.92216110,11.04471684,10.29949093,0.08582857,0.07515873,0,0,4.47590697
78200,0.80559921,1,0.33647224,0.33647224,1,0,-9.73387623,-10.53947544,13.87823105,13.21598816,0.16358881,0.15104754,0,0,10.53136945
78300,0.02326751,1,0.33647224,0.33647224,1,0,-1.57964253,-1.60291004,8.33452225,8.00784683,0.04895557,0.04447620,0,0,3.05196365
78400,0.42142200,1,0.33647224,0.33647224,1,0,-6.03322220,-6.45464420,7.91796541,7.98830318,0.03426726,0.02991569,0,0,5.99604559
78500,0.24839401,1,0.33647224,0.33647224,1,0,-9.00387573,-9.25226974,9.71123028,9.67134476,0.16544484,0.16862541,0,0,9.80507565
78600,0.00457096,1,0.33647224,0.33647224,1,0,-11.39781189,-11.40238285,12.08767223,11.73920727,0.13577905,0.12430363,0,0,12.23357034
78700,-0.22960758,0,-0.51082562,0.00000000,1,0,-5.52464199,-5.29503441,17.37933731,16.92301750,0.12952630,0.11882332,0,0,7.27171926
78800,-0.31311488,0,-0.51082562,0.00000000,1,0,-2.61283588,-2.29972100,9.22579575,9.22441769,0.13685417,0.13862328,0,0,3.36542924
78900,-0.28618336,0,-0.51082562,0.00000000,1,0,-9.33332634,-9.04714298,10.08533096,9.78292751,0.21384841,0.22128616,0,0,10.29286512
79000,0.22307014,1,0.33647224,0.67294447,1,0,-29.37823677,-29.60130692,2.19692183,2.15991211,0.02639947,0.02614922,0,0,29.67350483
79100,-0.89506269,0,-0.51082562,0.00000000,1,0,-2.70678639,-1.81172371,7.97413111,7.58020258,0.06942940,0.07298598,0,0,3.50452550
79200,-0.96608829,0,-0.51082562,0.00000000,1,0,-5.83440971,-4.86832142,7.67246151,7.41454983,0.12212631,0.12552552,0,0,10.99067545
79300,0.14196301,1,0.33647224,0.33647224,1,0,-7.14177799,-7.28374100,12.23934841,11.77066231,0.20559648,0.19992381,0,0,5.20139694
79400,-0.40959120,0,-0.51082562,0.00000000,1,0,-2.17169380,-1.76210260,6.17164612,5.76213264,0.03011496,0.02741344,0,0,2.88384000
79500,1.00982046,1,0.33647224,0.67294447,1,0,-5.28378248,-6.29360294,11.58104610,11.06733322,0.06217527,0.05556625,0,0,7.04705024
79600,0.46588278,1,0.33647224,0.33647224,1,0,-4.67670107,-5.14258385,10.19589615,9.84331894,0.04043957,0.03422768,0,0,4.92654173
79700,-1.16570139,0,-0.51082562,0.00000000,1,0,-8.46667767,-7.30097628,6.13586187,5.89523554,0.05434000,0.05133905,0,0,8.62847090
79800,-0.89965153,0,-0.51082562,0.00000000,1,0,-2.11898303,-1.21933150,13.33020401,12.63033009,0.04638225,0.05492867,0,0,3.37932796
79900,-0.39132881,0,-0.51082562,0.00000000,1,0,-5.74789238,-5.35656357,12.44874001,12.91068268,0.28752100,0.29994667,0,0,6.40639544
80000,-0.04483414,0,-0.51082562,0.00000000,1,0,-37.18607712,-37.14124298,1.89781821,1.90445852,0.02434154,0.02403038,0,0,37.87465820
80100,-1.44947386,0,-0.51082562,0.00000000,1,0,-2.14572930,-0.69625545,5.86570311,5.37547016,0.03984802,0.04971765,0,0,0.26215899
80200,-0.20097446,0,-0.51082562,0.00000000,1,0,-2.33927679,-2.13830233,10.68688774,10.74149704,0.08008221,0.07889821,0,0,nan
80300,-0.40418482,0,-0.51082562,0.00000000,1,0,-0.97542906,-0.57124424,9.80137444,9.81867027,0.05299406,0.04357165,0,0,1.61891362
80400,-1.15902376,0,-0.51082562,0.00000000,1,0,-4.26844835,-3.10942459,5.31752586,5.48508310,0.04284933,0.03825203,0,0,5.34399647
80500,0.84056425,1,0.33647224,0.33647224,1,0,-5.57412767,-6.41469193,12.52280807,13.23068619,0.24443378,0.21987931,0,0,5.63706994
80600,0.37803745,1,0.33647224,1.00941671,1,0,-6.82880688,-7.20684433,9.41236973,9.56577301,0.02803468,0.02664558,0,0,7.51267195
80700,0.41273165,1,0.33647224,1.29695080,1,0,-3.80045557,-4.21318722,6.12214661,6.02588463,0.02624422,0.03065023,0,0,4.61756492
80800,-0.08324814,0,-0.51082562,0.00000000,1,0,-4.42708492,-4.34383678,7.28489351,6.76532221,0.08983225,0.08150273,0,0,5.36146951
80900,-0.41638088,0,-0.51082562,0.16211885,1,0,-5.16939068,-4.75300980,11.77313709,12.11628342,0.22337110,0.16833009,0,0,5.43989038
81000,0.01270103,1,0.33647224,0.33647224,1,0,-23.67662811,-23.68932915,2.16033745,2.16485524,0.03318383,0.02990702,0,0,23.83502579
81100,-1.57198811,0,-0.51082562,0.00000000,1,0,-2.69363213,-1.12164402,6.65244055,6.16855907,0.05549612,0.03641209,0,0,3.78246588
81200,-0.45087624,0,-0.51082562,0.00000000,1,0,-2.01309824,-1.56222200,11.23907089,10.90066147,0.10823116,0.09323236,0,0,3.40727592
81300,-1.52701950,0,-0.51082562,0.00000000,1,0,-7.40667820,-5.87965870,5.43725681,4.59018993,0.04415574,0.04852229,0,0,9.79622221
81400,-0.10815406,0,-0.51082562,0.00000000,1,0,-1.71657109,-1.60841703,9.60520935,10.00034237,0.09656888,0.09558002,0,0,2.17800260
81500,-0.40978599,0,-0.51082562,0.48635655,1,0,-3.15391827,-2.74413228,11.24689770,11.40705204,0.13058001,0.12197704,0,0,4.68591229
81600,-0.50295973,0,-0.51082562,1.30918533,1,0,-4.29196644,-3.78900671,10.09188461,10.35690308,0.17881936,0.15601867,0,0,7.23380971
81700,-0.21772003,0,-0.51082562,0.49859109,1,0,0.79196656,1.00968659,4.99824047,4.98957539,0.03968927,0.03615119,0,0,-1.36843836
81800,-1.52124596,0,-0.51082562,0.00000000,1,0,-3.62848949,-2.10724354,5.01762199,4.70714188,0.02809330,0.03455133,0,0,5.53597879
81900,0.62022400,1,0.33647224,0.33647224,1,0,-5.91370821,-6.53393221,11.00754833,11.73398876,0.08653684,0.08863738,0,0,7.01181173
82000,-0.46915436,0,-0.51082562,0.49859109,1,0,-32.66015625,-32.19100189,1.81593657,1.83915520,0.03948724,0.03696877,0,0,32.98968569
82100,-1.55125046,0,-0.51082562,0.00000000,1,0,-7.81992531,-6.26867485,10.19447327,9.99534416,0.08393352,0.08274153,0,0,9.02263610
82200,-0.11369896,0,-0.51082562,0.00000000,1,0,-5.49461079,-5.38091183,13.59508133,13.99339485,0.27589560,0.24893935,0,0,6.36600264
82300,0.18341804,1,0.33647224,0.67294447,1,0,-3.73646307,-3.91988111,9.06123734,9.22657108,0.08407952,0.09269737,0,0,5.32877779
82400,-1.65788460,0,-0.51082562,0.00000000,1,0,-7.03722191,-5.37933731,9.09649658,9.89545345,0.12517023,0.12003774,0,0,8.34001722
82500,0.62118554,1,0.33647224,0.33647224,1,0,-2.62705827,-3.24824381,9.56933880,10.69776535,0.21352810,0.23179372,0,0,2.84306765
82600,0.06323552,1,0.33647224,1.27248172,1,0,0.48165417,0.41841865,6.71965742,6.62184048,0.05621527,0.06859802,0,0,0.82483423
82700,0.78964126,1,0.33647224,1.17153556,1,0,-1.63692224,-2.42656350,5.95149851,6.33245707,0.06337860,0.06600596,0,0,1.77067566
82800,-0.60292101,0,-0.51082562,0.16211885,1,0,0.15030813,0.75322914,6.17608118,6.36394691,0.07951649,0.07881013,0,0,0.50002462
82900,-0.10447311,0,-0.51082562,0.00000000,1,0,-4.21421909,-4.10974598,10.78089046,12.04738045,0.21875976,0.19771449,0,0,4.89999795
83000,-1.35721588,0,-0.51082562,0.00000000,1,0,-48.55452728,-47.19731140,1.61516201,1.66670501,0.01866365,0.01855319,0,0,49.42534180
83100,-0.91128612,0,-0.51082562,0.00000000,1,0,-1.93753362,-1.02624750,5.43337440,5.73382044,0.04310692,0.04431598,0,0,2.54941112
83200,-1.30767488,0,-0.51082562,0.00000000,1,0,-5.27042484,-3.96274996,12.08880997,12.91804504,0.24283470,0.22147161,0,0,6.25905257
83300,-1.47354293,0,-0.51082562,0.00000000,1,0,-3.67844057,-2.20489764,6.09362030,6.64572716,0.05577571,0.04882894,0,0,4.84523716
83400,-0.61548328,0,-0.51082562,0.00000000,1,0,-3.94780302,-3.33231974,12.10623455,12.95423508,0.15159260,0.16781665,0,0,4.66526739
83500,-1.25405598,0,-0.51082562,0.00000000,1,0,1.20489860,2.45895457,6.79967165,7.04184484,0.03715728,0.04641750,0,0,-0.18132788
83600,-0.64051390,0,-0.51082562,0.00000000,1,0,-3.21281767,-2.57230377,6.98705244,8.05733776,0.05141074,0.05932275,0,0,4.89998615
83700,-0.51356339,0,-0.51082562,0.00000000,1,0,-1.72856712,-1.21500373,5.61428022,6.37891483,0.02598810,0.02485921,0,0,2.49602908
83800,-1.76638365,0,-0.51082562,0.00000000,1,0,-6.25667524,-4.49029160,5.86735868,6.20748520,0.04230439,0.04546790,0,0,5.99583292
83900,0.44222283,1,0.33647224,0.33647224,1,0,1.77958226,1.33735943,5.15698433,5.54798317,0.06333565,0.05697850,0,0,-1.42364593
84000,-0.26933670,0,-0.51082562,0.00000000,1,0,-48.02350998,-47.75417328,1.55760658,1.58737266,0.02108796,0.02046628,0,0,48.44184875
84100,-1.71759796,0,-0.51082562,0.00000000,1,0,-0.50516915,1.21242881,6.09318733,6.40559006,0.08372553,0.08543400,0,0,0.14754963
84200,-0.98364305,0,-0.51082562,0.00000000,1,0,-7.27838564,-6.29474258,8.37210178,8.34662533,0.11399415,0.08979794,0,0,12.47203318
84300,0.03971982,1,0.33647224,0.67294447,1,0,-0.93755710,-0.97727692,10.34501171,10.93025684,0.07709742,0.06678331,0,0,2.66094470
84400,-3.25810909,0,-0.51082562,0.00000000,1,0,-4.38474655,-1.12663746,7.89563560,7.99403811,0.06289747,0.06435563,0,0,6.45640475
84500,-1.36622977,0,-0.51082562,0.00000000,1,0,-2.06210685,-0.69587708,6.18437243,6.52572393,0.07389858,0.07142451,0,0,5.12595034
84600,-0.77243543,0,-0.51082562,0.00000000,1,0,-1.72710681,-0.95467138,6.03983021,7.05568123,0.06649551,0.05103540,0,0,2.68320727
84700,-1.24664593,0,-0.51082562,0.00000000,1,0,-6.04332638,-4.79668045,9.72097301,10.93222713,0.19744970,0.20701997,0,0,6.25132942
84800,-0.62586021,0,-0.51082562,0.00000000,1,0,0.65321708,1.27907729,4.85024118,5.66349173,0.02796534,0.02390441,0,0,0.12798433
84900,-2.86610150,0,-0.51082562,0.00000000,1,0,-0.98404217,1.88205934,8.36394882,9.60054779,0.04813398,0.04510409,0,0,7.36525571
85000,-0.78882599,0,-0.51082562,0.83506332,1,0,-33.32065201,-32.53182602,1.99088562,2.06991196,0.02625093,0.02487925,0,0,33.24347305
85100,-2.02680087,0,-0.51082562,0.00000000,1,0,-1.99950027,0.02730060,5.73802233,5.32650423,0.05782637,0.05369905,0,0,2.56015484
85200,-1.57295990,0,-0.51082562,0.00000000,1,0,-6.67159271,-5.09863281,8.95598698,9.02988815,0.23442501,0.23753105,0,0,7.32491493
85300,-0.63495278,0,-0.51082562,0.00000000,1,0,-4.12903547,-3.49408269,7.58690405,7.92219353,0.04140175,0.03923086,0,0,6.30587101
85400,0.25985885,1,0.33647224,0.33647224,1,0,-0.42682576,-0.68668461,6.41946983,6.83362055,0.05454467,0.05070071,0,0,0.77840167
85500,-0.72600746,0,-0.51082562,0.00000000,1,0,-10.54273224,-9.81672478,5.79246759,6.40464592,0.11781030,0.11939951,0,0,12.34987831
85600,-0.41115332,0,-0.51082562,0.00000000,1,0,-3.71861434,-3.30746102,6.47146511,7.44295406,0.05442129,0.04754554,0,0,2.78061056
85700,-1.61905193,0,-0.51082562,0.00000000,1,0,-3.20301795,-1.58396602,5.44042635,6.33164358,0.04039194,0.03857974,0,0,3.98580519
85800,-0.76176572,0,-0.51082562,0.00000000,1,0,-2.77159476,-2.00982904,11.07695484,11.87176609,0.22174318,0.22450918,0,0,3.14451432
85900,-0.80926144,0,-0.51082562,0.00000000,1,0,-1.65198171,-0.84272027,5.34070778,5.99221992,0.07632567,0.08094779,0,0,1.86659153
86000,-0.77653885,0,-0.51082562,0.00000000,1,0,-35.65904236,-34.88250351,1.74484932,1.79748070,0.02005001,0.01903697,0,0,35.22795486
86100,0.18251610,1,0.33647224,0.33647224,1,0,-8.12293148,-8.30544758,6.24463654,6.48450041,0.08251107,0.07161893,0,0,8.32990551
86200,0.14448118,1,0.33647224,0.67294447,1,0,-1.45427883,-1.59876001,6.10368156,6.13953733,0.09138635,0.10072308,0,0,2.16485530
86300,-0.61540437,0,-0.51082562,0.00000000,1,0,-3.62971878,-3.01431441,8.99375725,8.97842598,0.10924700,0.11045868,0,0,4.68079896
86400,-0.38706946,0,-0.51082562,0.00000000,1,0,-1.39823437,-1.01116490,8.19075966,8.49974442,0.07824637,0.07349250,0,0,5.06087523
86500,-1.35282898,0,-0.51082562,0.00000000,1,0,-6.54064417,-5.18781519,5.88772106,5.97484493,0.03505193,0.02780416,0,0,6.03894679
86600,0.51573157,1,0.33647224,0.67294447,1,0,-3.68240666,-4.19813824,6.93797350,7.35015345,0.19764599,0.19443260,0,0,3.62371331
86700,0.85029042,1,0.33647224,1.00941671,1,0,-0.05475461,-0.90504503,5.95954943,6.42033958,0.09409460,0.09265864,0,0,0.89264321
86800,-1.51823974,0,-0.51082562,0.00000000,1,0,1.83762646,3.35586619,4.66611004,4.93877029,0.03885227,0.04432568,0,0,-0.65301079
86900,0.13641930,1,0.33647224,0.33647224,1,0,-1.62177849,-1.75819778,6.17155123,6.80460882,0.03810570,0.04843589,0,0,1.73467588
87000,-1.09431839,0,-0.51082562,0.00000000,1,0,-49.40904999,-48.31473160,1.95832443,2.02860212,0.02765443,0.02878425,0,0,50.61490479
87100,-0.22056746,0,-0.51082562,0.00000000,1,0,2.03399086,2.25455832,4.98939848,5.33626747,0.03224543,0.03456497,0,0,-1.57552862
87200,-0.93342781,0,-0.51082562,0.00000000,1,0,-5.66508484,-4.73165703,7.86275911,8.51038647,0.22040489,0.22438434,0,0,5.98859406
87300,-1.79576445,0,-0.51082562,0.00000000,1,0,-6.77798557,-4.98222113,5.13165951,5.31381178,0.17455925,0.17291388,0,0,7.95537519
87400,0.08480597,1,0.33647224,0.67294447,1,0,-7.60896635,-7.69377232,3.46155047,3.52994084,0.06077354,0.05541999,0,0,8.54145575
87500,-0.82439184,0,-0.51082562,0.00000000,1,0,-2.26115847,-1.43676662,4.21352577,4.28750134,0.05146726,0.04878523,0,0,3.76351154
87600,0.50204229,1,0.33647224,0.67294447,1,0,-3.36003375,-3.86207604,5.02317572,4.81104612,0.08859814,0.07762451,0,0,3.50163853
87700,-1.33449912,0,-0.51082562,0.00000000,1,0,-4.37045479,-3.03595567,5.58957481,5.37497616,0.04213544,0.03840976,0,0,5.56808889
87800,-0.41206002,0,-0.51082562,0.00000000,1,0,1.40627337,1.81833339,6.06382084,5.95981264,0.06900765,0.07254346,0,0,-1.03748322
87900,-0.32774711,0,-0.51082562,0.00000000,1,0,1.27196169,1.59970880,4.18492222,4.07602167,0.03449722,0.04052787,0,0,0.27542039
88000,0.07443619,1,0.33647224,0.33647224,1,0,-35.56597519,-35.64041138,1.86159277,1.86732185,0.01826913,0.01744774,0,0,35.70426369
88100,-1.27157378,0,-0.51082562,0.00000000,1,0,-5.17199135,-3.90041757,6.29634476,5.55894041,0.05191696,0.04864481,0,0,5.72776947
88200,-2.42815924,0,-0.51082562,0.00000000,1,0,0.35756946,2.78572869,5.78862810,4.87836123,0.02292872,0.03218610,0,0,-0.21753126
88300,-0.86453676,0,-0.51082562,0.00000000,1,0,-3.54925179,-2.68471503,6.93898296,6.26463079,0.03591261,0.03649860,0,0,4.39136553
88400,0.41558361,1,0.33647224,1.68236118,1,0,-6.64536285,-7.06094646,7.08013010,6.93139553,0.24500002,0.24406451,0,0,7.84569609
88500,-0.72594452,0,-0.51082562,0.00000000,1,0,-5.43665791,-4.71071339,10.02065182,10.01318645,0.13932742,0.16513175,0,0,8.50173683
88600,-0.49592400,0,-0.51082562,0.00000000,1,0,-9.53479481,-9.03887081,6.08595419,6.13918066,0.07076719,0.07173541,0,0,11.41873336
88700,-0.75941372,0,-0.51082562,0.00000000,1,0,-9.54642487,-8.78701115,4.22808266,3.98569226,0.10863473,0.10159919,0,0,9.59469636
88800,-1.52221036,0,-0.51082562,0.00000000,1,0,-1.61578989,-0.09357953,10.21592236,9.76282406,0.05486763,0.05856292,0,0,1.59705961
88900,0.97882366,1,0.33647224,0.67294447,1,0,-9.47046280,-10.44928646,7.35820007,7.42129326,0.05175175,0.05943687,0,0,10.01579690
89000,-0.27689743,0,-0.51082562,0.00000000,1,0,-42.60502625,-42.32812881,1.87301552,1.86210167,0.02811244,0.02714280,0,0,43.86267471
89100,-1.20264339,0,-0.51082562,0.00000000,1,0,-1.26577115,-0.06312776,7.81832314,7.38163948,0.03612452,0.03330885,0,0,1.38717079
89200,-0.36684561,0,-0.51082562,0.00000000,1,0,0.47087193,0.83771753,6.72128725,6.91343260,0.02616296,0.02998869,0,0,-0.33185005
89300,-0.08703470,0,-0.51082562,0.00000000,1,0,-1.18706298,-1.10002828,5.40462160,5.86444759,0.14436550,0.12665793,0,0,1.35549363
89400,-0.02616239,0,-0.51082562,4.79932294,1,0,0.11378884,0.13995123,4.87744236,5.59240913,0.03433394,0.02704578,0,0,0.50591540
89500,0.95838523,1,0.33647224,0.67294447,1,0,2.84589958,1.88751435,4.96275806,5.51222181,0.03391904,0.03582208,0,0,-2.63558912
89600,-2.80573177,0,-0.51082562,0.00000000,1,0,-5.28687572,-2.48114395,4.14459419,5.09832287,0.05376209,0.04322739,0,0,6.44079932
89700,-0.54657459,0,-0.51082562,1.29695080,1,0,2.70401311,3.25058770,5.55247211,6.13756895,0.07819463,0.09431434,0,0,-0.75123656
89800,0.68262649,1,0.33647224,0.33647224,1,0,2.94486141,2.26223493,6.41899538,7.17197609,0.03928548,0.03674737,0,0,-2.37350027
89900,0.31429315,1,0.33647224,0.49859109,1,0,3.85074472,3.53645158,6.28612852,6.99496412,0.04747633,0.05913137,0,0,-3.80200547
90000,0.55104828,1,0.33647224,0.33647224,1,0,-33.86730194,-34.41835022,1.90956092,1.94519019,0.03009464,0.02791015,0,0,34.30672518
90100,-15.42919159,0,-0.51082562,16.79914276,1,0,-23.18612862,-7.75693703,10.50198174,12.19373226,0.27255738,0.31264150,0,0,46.15777397
90200,-3.24218225,0,-0.51082562,0.00000000,1,0,-6.54237032,-3.30018806,6.75028038,7.22827673,0.05090375,0.07408071,0,0,6.69089778
90300,-4.20325375,0,-0.51082562,0.00000000,1,0,-7.04408455,-2.84083104,6.79286623,7.54863167,0.12548229,0.14478530,0,0,7.17013280
90400,-1.14567757,0,-0.51082562,0.00000000,1,0,-2.19269037,-1.04701281,6.32706594,6.94184685,0.04098459,0.02363473,0,0,2.35335952
90500,-2.44297528,0,-0.51082562,0.00000000,1,0,-2.32032275,0.12265253,4.33863068,4.93110847,0.09142565,0.06566942,0,0,2.17052555
90600,-0.62408185,0,-0.51082562,0.14988431,1,0,-3.38221049,-2.75812864,4.30515099,4.70101738,0.10295290,0.08812683,0,0,3.05655932
90700,1.80954921,1,0.33647224,2.50518997,1,0,3.01756287,1.20801365,4.70269442,5.18279457,0.05299667,0.04049558,0,0,-2.97974420
90800,0.63234568,1,0.33647224,4.64943862,1,0,-3.86556244,-4.49790812,5.50435209,5.95808887,0.13555299,0.11194365,0,0,4.73772244
90900,0.92554009,1,0.33647224,11.18313075,1,0,0.14090908,-0.78463101,5.19289827,5.83864689,0.05243182,0.04751019,0,0,0.50645022
91000,0.02714157,1,0.33647224,30.42629079,1,0,-35.45228195,-35.47942352,1.86333382,1.90166497,0.03713635,0.03488580,0,0,37.36350632
91100,-3.84947777,0,-0.51082562,42.04377008,1,0,-8.21235466,-4.36287689,13.80690193,12.15628624,0.18885688,0.23199256,0,0,10.52811623
91200,0.67515182,1,0.33647224,40.10448361,1,0,-4.50825405,-5.18340588,5.99936247,6.05679560,0.08064122,0.07625340,0,0,4.10549871
91300,-0.41569543,0,-0.51082562,50.87466504,1,0,-2.65630388,-2.24060845,5.30613041,5.57493925,0.05138546,0.04642374,0,0,1.95561171
91400,1.77159715,1,0.33647224,68.42322935,1,0,-1.06907368,-2.84067082,6.49530268,7.34175444,0.15430745,0.14924876,0,0,1.52443767
91500,0.97129798,1,0.33647224,91.90287869,1,0,4.66893768,3.69763970,4.63130426,5.40797424,0.11587553,0.09931740,0,0,-2.35783315
91600,0.00000000,0,0.00000000,0.00000000,0,0,2.11911631,2.11911631,5.12310362,5.12310362,0.07604153,0.07604153,0,930,-1.18945889
91700,0.00000000,0,0.00000000,0.00000000,0,0,2.09010553,2.09010553,3.09566689,3.09566689,0.02948520,0.02948520,0,830,-0.98055728
91800,0.00000000,0,0.00000000,0.00000000,0,0,-4.77425098,-4.77425098,3.23087573,3.23087573,0.05782570,0.05782570,0,730,6.35076804
91900,0.00000000,0,0.00000000,0.00000000,0,0,4.67895985,4.67895985,5.11086512,5.11086512,0.06995124,0.06995124,0,630,-4.02852885
92000,0.00000000,0,0.00000000,0.00000000,0,0,-35.36159515,-35.36159515,1.79765785,1.79765785,0.04014917,0.04014917,0,530,33.59515381
92100,0.00000000,0,0.00000000,0.00000000,0,0,-6.69452286,-6.69452286,6.89389038,6.89389038,0.12295013,0.12295013,0,430,8.34057200
92200,0.00000000,0,0.00000000,0.00000000,0,0,-1.05429935,-1.05429935,4.77359724,4.77359724,0.04024531,0.04024531,0,330,2.16925128
92300,0.00000000,0,0.00000000,0.00000000,0,0,-6.18109703,-6.18109703,4.89097500,4.89097500,0.05478739,0.05478739,0,230,8.77836196
92400,0.00000000,0,0.00000000,0.00000000,0,0,-0.46373332,-0.46373332,7.72006750,7.72006750,0.12495039,0.12495039,0,130,4.50944333
92500,0.00000000,0,0.00000000,0.00000000,0,0,-3.90689826,-3.90689826,5.18635368,5.18635368,0.06411571,0.06411571,0,30,6.02129960
92600,0.24487567,1,0.33647224,4.76261932,1,0,2.10488343,1.86000776,5.72651720,5.75140667,0.11783632,0.11029421,0,0,-0.87299438
92700,0.63910675,1,0.33647224,1.97603499,1,0,-8.20150375,-8.84061050,6.14882660,6.12644196,0.06703863,0.06506368,0,0,9.00670528
92800,-1.70290565,0,-0.51082562,0.00000000,1,0,-0.95787287,0.74503279,5.92136335,6.04292202,0.15427953,0.13677128,0,0,3.10793343
92900,0.02090549,1,0.33647224,0.33647224,1,0,1.97909617,1.95819068,4.25457430,4.25717068,0.02354967,0.03542654,0,0,-1.37295675
93000,-0.17550087,0,-0.51082562,0.00000000,1,0,-26.11042786,-25.93492699,1.94321108,1.95534348,0.03665354,0.03802742,0,0,27.47038555
93100,0.18323517,1,0.33647224,12.56265345,1,0,-23.23514175,-23.41837692,6.97698402,6.03130674,0.17464335,0.18128821,0,0,24.43951559
93200,-0.13349891,0,-0.51082562,0.00000000,1,0,-1.06114912,-0.92765021,7.81830025,6.81257534,0.10146546,0.12753743,0,0,1.76370955
93300,0.68357253,1,0.33647224,0.67294447,1,0,-2.68409586,-3.36766839,6.28344679,5.81991053,0.07333910,0.05812519,0,0,3.24746984
93400,-0.28234529,0,-0.51082562,0.00000000,1,0,2.89138770,3.17373300,5.75414896,5.63304758,0.03094622,0.03229323,0,0,nan
93500,-0.63518500,0,-0.51082562,0.00000000,1,0,2.33133674,2.96652174,6.39614153,6.43720484,0.03390745,0.03597634,0,0,0.34716755
93600,0.41439986,1,0.33647224,1.30918533,1,0,1.66450477,1.25010490,4.90035582,5.11316633,0.02221470,0.02929867,0,0,-1.08088525
93700,-0.18744802,0,-0.51082562,0.99718217,1,0,3.18884993,3.37629795,4.66587591,4.94906187,0.05017284,0.04402306,0,0,-2.57756341
93800,-2.16300416,0,-0.51082562,0.00000000,1,0,-1.99504590,0.16795826,5.10171318,5.37321663,0.05180194,0.04911440,0,0,6.79707737
93900,-1.18019056,0,-0.51082562,0.00000000,1,0,-0.94524860,0.23494196,5.25566339,5.68293953,0.02997196,0.02592543,0,0,1.62678556
94000,-0.20352745,0,-0.51082562,0.16211885,1,0,-31.22023392,-31.01670647,1.91205299,1.95185304,0.02525938,0.02493755,0,0,30.74943161
