step,fast_slow_gap,fast_wins,bernoulli_llr,cusum_W,detector_active,regime_change,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,initial_warmup_remaining,post_change_warmup_remaining,predictor_nll
94100,-1.50180078,0,-0.51082562,0.00000000,1,0,2.26423311,3.76603389,5.45519924,5.76863718,0.11518267,0.08163334,0,0,-1.69424534
94200,-0.35369349,0,-0.51082562,0.00000000,1,0,-2.62932277,-2.27562928,5.93129349,5.91948128,0.13239037,0.12338468,0,0,4.40825272
94300,-0.30111408,0,-0.51082562,0.00000000,1,0,3.01898861,3.32010269,5.12420464,5.09418440,0.04866490,0.04186753,0,0,-1.40431046
94400,-1.46519923,0,-0.51082562,0.00000000,1,0,-2.01014543,-0.54494619,5.82911873,5.80359840,0.04042421,0.05515929,0,0,5.13042863
94500,-0.19432116,0,-0.51082562,0.00000000,1,0,-7.26086807,-7.06654692,5.79580069,6.03129721,0.13037269,0.13994533,0,0,8.11394946
94600,-0.87062073,0,-0.51082562,0.00000000,1,0,-2.28197241,-1.41135168,3.91479015,3.95191693,0.06836440,0.05265621,0,0,3.48922825
94700,-0.32001400,0,-0.51082562,0.00000000,1,0,2.55057359,2.87058759,5.20519066,5.53801727,0.08972862,0.09421662,0,0,-2.18054099
94800,-0.59556913,0,-0.51082562,0.00000000,1,0,-1.53065705,-0.93508792,5.86067486,6.20970392,0.17601112,0.17510390,0,0,1.83172643
94900,-1.07322907,0,-0.51082562,0.00000000,1,0,2.21687317,3.29010224,4.82031441,4.71833277,0.05885980,0.06518364,0,0,-1.24916458
95000,-0.32724762,0,-0.51082562,0.00000000,1,0,-31.99035072,-31.66310310,2.19129896,2.20915389,0.03278433,0.03033265,0,0,32.03744221
95100,-0.42741907,0,-0.51082562,0.00000000,1,0,-1.44771636,-1.02029729,4.57112885,4.60957766,0.09521496,0.08239177,0,0,2.80227524
95200,-1.58372116,0,-0.51082562,0.00000000,1,0,-0.27901459,1.30470657,4.72144651,4.51957560,0.06057845,0.07266546,0,0,1.38646195
95300,-0.95566273,0,-0.51082562,0.00000000,1,0,0.78175855,1.73742127,6.16877222,5.89764881,0.03329669,0.02200279,0,0,-0.43797541
95400,-1.21164393,0,-0.51082562,0.00000000,1,0,2.56547165,3.77711558,4.52835178,4.62239885,0.03911181,0.03974064,0,0,-1.22569291
95500,-1.26519060,0,-0.51082562,0.00000000,1,0,4.23611832,5.50130892,4.37096596,4.21736670,0.04124542,0.04459644,0,0,-3.93876702
95600,-2.15869308,0,-0.51082562,0.00000000,1,0,0.63341689,2.79210997,5.70616865,5.36214447,0.09925468,0.09760417,0,0,1.14840961
95700,-1.04380155,0,-0.51082562,0.00000000,1,0,1.61739540,2.66119695,5.37285805,4.97575903,0.10590521,0.07590956,0,0,-0.02474952
95800,-0.75771976,0,-0.51082562,0.00000000,1,0,3.49293637,4.25065613,4.07565689,3.72604108,0.02923282,0.03001074,0,0,-2.68407822
95900,-0.60609388,0,-0.51082562,0.00000000,1,0,-7.18687582,-6.58078194,6.05810452,5.77741432,0.08119345,0.08151647,0,0,8.33305407
96000,0.41362000,1,0.33647224,0.67294447,1,0,-34.92115784,-35.33477783,2.09649873,2.04917693,0.03644374,0.03508076,0,0,35.02255249
96100,-1.14408827,0,-0.51082562,0.00000000,1,0,3.10264730,4.24673557,6.18135023,5.54515505,0.13313967,0.13326308,0,0,-2.97491699
96200,-1.35271263,0,-0.51082562,0.00000000,1,0,2.15216517,3.50487781,3.90359545,3.54078794,0.03398351,0.02854707,0,0,-2.45464766
96300,-0.27847028,0,-0.51082562,0.00000000,1,0,-2.30416894,-2.02569866,5.96321630,5.68730164,0.03744219,0.03530717,0,0,2.66833824
96400,-1.55933523,0,-0.51082562,0.00000000,1,0,-0.22900462,1.33033061,5.82987356,5.72403288,0.15985082,0.17789592,0,0,1.52986614
96500,-0.89239645,0,-0.51082562,0.00000000,1,0,3.97729921,4.86969566,5.11359596,4.98185730,0.13761397,0.10442190,0,0,-4.09087944
96600,-2.06625772,0,-0.51082562,0.00000000,1,0,-0.54403424,1.52222347,5.31253147,5.33318472,0.05287845,0.06046670,0,0,2.22357252
96700,-0.26134229,0,-0.51082562,0.00000000,1,0,2.84817386,3.10951614,4.68426037,4.48916245,0.05548967,0.04114905,0,0,-2.71691680
96800,-0.39660501,0,-0.51082562,0.00000000,1,0,-2.57593632,-2.17933130,5.74718571,5.57880831,0.20193855,0.24068554,0,0,3.19420201
96900,-1.70274282,0,-0.51082562,0.00000000,1,0,0.81204152,2.51478434,4.52559662,4.23725653,0.02540188,0.01970073,0,0,2.02112985
97000,0.29748917,1,0.33647224,0.33647224,1,0,-21.55526543,-21.85275459,2.08541441,2.13543415,0.04107226,0.04325424,0,0,21.98853938
97100,-2.67907286,0,-0.51082562,0.00000000,1,0,-2.61888814,0.06018472,4.18849373,4.03561258,0.10232919,0.05067772,0,0,2.86202486
97200,-0.52592111,0,-0.51082562,0.00000000,1,0,-2.03057075,-1.50464964,6.85378551,6.51416588,0.15381554,0.17350942,0,0,2.22594184
97300,-0.08710384,0,-0.51082562,0.16211885,1,0,-1.40714216,-1.32003832,6.70779181,6.23225784,0.16475545,0.19187027,0,0,4.39495198
97400,-0.64395714,0,-0.51082562,0.00000000,1,0,-3.35239029,-2.70843315,6.57251883,6.33988762,0.11741665,0.11574139,0,0,3.27419400
97500,-1.57337475,0,-0.51082562,0.00000000,1,0,-1.84807706,-0.27470231,7.12262392,6.73537588,0.14052683,0.13762127,0,0,3.70610909
97600,-0.59249115,0,-0.51082562,0.00000000,1,0,-4.73560333,-4.14311218,4.80155611,4.44692802,0.02571532,0.01883722,0,0,5.43047825
97700,-1.08094358,0,-0.51082562,0.00000000,1,0,2.71052933,3.79147291,7.02286720,6.36586046,0.09113951,0.08594126,0,0,-2.29137778
97800,0.23889542,1,0.33647224,0.33647224,1,0,-2.17144799,-2.41034341,4.37865162,3.99553204,0.08275912,0.07782996,0,0,1.90543807
97900,-0.04991555,0,-0.51082562,0.00000000,1,0,2.30277681,2.35269237,6.02796507,5.57666874,0.05465697,0.07500127,0,0,-0.91461297
98000,0.28029060,1,0.33647224,0.67294447,1,0,-20.48574638,-20.76603699,2.13353443,2.10480618,0.04901375,0.04503435,0,0,21.03130531
98100,1.71904182,1,0.33647224,15.18102412,1,0,-17.36233711,-19.08137894,8.82745552,8.08185101,0.11350474,0.12905118,0,0,17.98240318
98200,-0.33889985,0,-0.51082562,0.00000000,1,0,-1.62416232,-1.28526247,6.63074684,6.06634951,0.07538494,0.09219965,0,0,2.98624984
98300,-0.72448492,0,-0.51082562,0.00000000,1,0,1.70772743,2.43221235,6.59961939,6.11270380,0.03176998,0.03056523,0,0,-1.57202673
98400,-0.81803989,0,-0.51082562,0.00000000,1,0,-16.72291756,-15.90487766,3.75129437,3.44281173,0.02671765,0.02251053,0,0,21.77762794
98500,-0.12544990,0,-0.51082562,0.00000000,1,0,-2.61706018,-2.49161029,7.01357651,6.68448973,0.18814175,0.16970120,0,0,2.38626873
98600,-0.54449964,0,-0.51082562,0.00000000,1,0,1.50386477,2.04836440,5.01564837,4.76297569,0.03602432,0.02990405,0,0,-1.48143701
98700,0.09740710,1,0.33647224,0.33647224,1,0,-1.34970999,-1.44711709,4.77813911,4.68563271,0.02507979,0.01998615,0,0,2.01143426
98800,-0.25469780,0,-0.51082562,0.00000000,1,0,-5.58280659,-5.32810879,4.96818113,5.08080482,0.05574718,0.05325620,0,0,5.08905911
98900,-0.19826627,0,-0.51082562,0.00000000,1,0,2.85437989,3.05264616,5.26212311,5.43013954,0.02755351,0.02267599,0,0,-1.89197544
99000,0.08061218,1,0.33647224,0.33647224,1,0,-25.10172462,-25.18233681,1.91894281,1.93623924,0.03747698,0.03798507,0,0,25.57833862
99100,-7.49216080,0,-0.51082562,0.00000000,1,0,-10.69881058,-3.20664978,5.26809978,6.09439945,0.06337232,0.06488637,0,0,12.42491849
99200,-4.84389734,0,-0.51082562,0.00000000,1,0,-5.34757137,-0.50367403,4.17783928,4.64517403,0.09776030,0.08006770,0,0,5.07193584
99300,-3.68799639,0,-0.51082562,0.00000000,1,0,-1.43159235,2.25640392,3.26016951,3.62267041,0.06013228,0.04944448,0,0,1.30275185
99400,-1.92769456,0,-0.51082562,0.00000000,1,0,-0.05513787,1.87255669,4.07925653,4.38348532,0.02638532,0.02356991,0,0,-0.67579871
99500,-2.99797964,0,-0.51082562,0.00000000,1,0,-5.31467772,-2.31669807,5.67423439,6.18995094,0.06423964,0.06194447,0,0,6.37056073
99600,0.04587483,1,0.33647224,2.34307112,1,0,-3.94598079,-3.99185562,5.24313784,5.35401344,0.10496610,0.10191473,0,0,4.29821968
99700,0.52266240,1,0.33647224,7.18216753,1,0,2.70055509,2.17789268,3.81308317,3.95615721,0.02555317,0.02188287,0,0,-3.04121482
99800,1.29780459,1,0.33647224,24.73073184,1,0,3.45901489,2.16121030,4.49238300,4.96657515,0.04935400,0.05117406,0,0,-4.30714305
99900,0.08835793,1,0.33647224,36.34821113,1,0,-2.74016857,-2.82852650,4.92545128,5.27314329,0.07814026,0.07737406,0,0,2.28006554
100000,-0.18968964,0,-0.51082562,57.28596689,1,0,-33.56916046,-33.37947083,1.96151686,2.00019622,0.03605064,0.03660814,0,0,34.10083542
100100,3.92302704,1,0.33647224,58.73587186,1,0,-18.31217575,-22.23520279,4.84501743,4.12865210,0.09733898,0.09481177,0,0,18.40957324
100200,3.58470345,1,0.33647224,77.97903189,1,0,-18.07295418,-21.65765762,4.60532284,3.78529954,0.05852898,0.04082200,0,0,19.76103830
100300,0.00000000,0,0.00000000,0.00000000,0,0,-5.76575994,-5.76575994,8.55417824,8.55417824,0.03392936,0.03392936,0,979,7.71526750
100400,0.00000000,0,0.00000000,0.00000000,0,0,-5.86187077,-5.86187077,8.72448921,8.72448921,0.10632624,0.10632624,0,879,6.18868268
100500,0.00000000,0,0.00000000,0.00000000,0,0,-7.37441635,-7.37441635,9.57761097,9.57761097,0.07269678,0.07269678,0,779,6.62408924
100600,0.00000000,0,0.00000000,0.00000000,0,0,-10.04626656,-10.04626656,17.91407013,17.91407013,0.16563624,0.16563624,0,679,11.51610724
100700,0.00000000,0,0.00000000,0.00000000,0,0,-10.42261600,-10.42261600,9.47001266,9.47001266,0.08180927,0.08180927,0,579,11.22203636
100800,0.00000000,0,0.00000000,0.00000000,0,0,-11.73220825,-11.73220825,27.17385292,27.17385292,0.19385821,0.19385821,0,479,10.68010855
100900,0.00000000,0,0.00000000,0.00000000,0,0,-14.26899338,-14.26899338,15.53642082,15.53642082,0.05422637,0.05422637,0,379,14.94203536
101000,0.00000000,0,0.00000000,0.00000000,0,0,-37.77115631,-37.77115631,2.72863340,2.72863340,0.06452429,0.06452429,0,279,37.88351440
101100,0.00000000,0,0.00000000,0.00000000,0,0,-21.00241089,-21.00241089,28.21904755,28.21904755,0.20032001,0.20032001,0,179,24.86739540
101200,0.00000000,0,0.00000000,0.00000000,0,0,-5.84325123,-5.84325123,10.05114079,10.05114079,0.05575855,0.05575855,0,79,6.10839891
101300,-0.00395966,0,-0.51082562,0.82282879,1,0,-10.74199295,-10.73803329,15.30059147,15.53462696,0.10780021,0.11030355,0,0,10.88847637
101400,-0.20950890,0,-0.51082562,5.08685702,1,0,-10.99871826,-10.78920937,13.11534309,13.73411655,0.09709175,0.10188931,0,0,10.90222454
101500,1.14440536,1,0.33647224,1.45297483,1,0,-17.41514206,-18.55954742,13.01442528,13.62697601,0.09533020,0.10686652,0,0,22.90286255
101600,0.01096725,1,0.33647224,2.15648319,1,0,-18.72612381,-18.73709106,17.96569824,19.16276169,0.20456089,0.18671313,0,0,21.99764442
101700,0.15271473,1,0.33647224,5.77203603,1,0,-9.52286625,-9.67558098,17.88644791,19.16675568,0.15220049,0.13275668,0,0,10.18917910
101800,3.18716908,1,0.33647224,2.13815384,1,0,-12.74276161,-15.92993069,11.80410767,12.62032413,0.10021847,0.10565290,0,0,13.77565829
101900,-0.28400803,0,-0.51082562,0.00000000,1,0,-7.55361557,-7.26960754,12.82811356,12.79919624,0.16636449,0.17325430,0,0,7.55044389
102000,-0.28317833,0,-0.51082562,0.31200316,1,0,-26.50949287,-26.22631454,2.57708240,2.63605785,0.03675003,0.03456617,0,0,27.09055773
102100,-1.05819416,0,-0.51082562,5.43556380,1,0,-12.28797913,-11.22978497,20.24908066,20.21121788,0.20732164,0.17434819,0,0,14.72082853
102200,-2.27984142,0,-0.51082562,9.42736234,1,0,-14.81842518,-12.53858376,13.51341915,16.24026489,0.12980196,0.12371054,0,0,16.69611788
102300,2.04700470,1,0.33647224,20.19754378,1,0,-6.28639030,-8.33339500,10.23748779,10.73140240,0.07084084,0.07630091,0,0,7.25354354
102400,12.43800163,1,0.33647224,39.44070381,1,0,-8.75084114,-21.18884277,7.25264168,7.25480223,0.02133252,0.02749288,0,0,9.19338020
102500,2.32270050,1,0.33647224,73.08792747,1,0,-16.61713409,-18.93983459,11.45694542,12.68257332,0.11755659,0.18720704,0,0,18.52578878
102600,3.46397495,1,0.33647224,90.63649179,1,0,-4.87935162,-8.34332657,10.40218449,10.84960556,0.07578637,0.10793349,0,0,5.09548140
102700,0.92404938,1,0.33647224,90.39180104,1,0,-14.07199478,-14.99604416,8.48097229,9.43285751,0.11463645,0.14721486,0,0,15.68970942
102800,0.00000000,0,0.00000000,0.00000000,0,0,-12.89725971,-12.89725971,10.56450272,10.56450272,0.27754945,0.27754945,0,947,13.93924904
102900,0.00000000,0,0.00000000,0.00000000,0,0,-10.57847977,-10.57847977,11.55728054,11.55728054,0.10667144,0.10667144,0,847,11.31811714
103000,0.00000000,0,0.00000000,0.00000000,0,0,-31.99406433,-31.99406433,2.16013718,2.16013718,0.02968501,0.02968501,0,747,32.54424047
103100,0.00000000,0,0.00000000,0.00000000,0,0,-9.69093895,-9.69093895,9.89307785,9.89307785,0.04008001,0.04008001,0,647,11.14132309
103200,0.00000000,0,0.00000000,0.00000000,0,0,-5.50618267,-5.50618267,10.15616894,10.15616894,0.07549363,0.07549363,0,547,5.07497327
103300,0.00000000,0,0.00000000,0.00000000,0,0,-11.34337997,-11.34337997,5.92606306,5.92606306,0.15522252,0.15522252,0,447,11.48297691
103400,0.00000000,0,0.00000000,0.00000000,0,0,-2.44917011,-2.44917011,6.58337641,6.58337641,0.03374872,0.03374872,0,347,2.57973999
103500,0.00000000,0,0.00000000,0.00000000,0,0,1.39125323,1.39125323,5.37111664,5.37111664,0.02800982,0.02800982,0,247,-1.16618037
103600,0.00000000,0,0.00000000,0.00000000,0,0,-2.29582453,-2.29582453,6.48422194,6.48422194,0.04800364,0.04800364,0,147,3.67044409
103700,0.00000000,0,0.00000000,0.00000000,0,0,-1.54301453,-1.54301453,3.85176682,3.85176682,0.08816990,0.08816990,0,47,2.58783215
103800,0.79738903,1,0.33647224,2.33083658,1,0,-1.44186974,-2.23925877,5.40182161,5.53647995,0.06788591,0.06137304,0,0,1.65211850
103900,-0.49179649,0,-0.51082562,12.25372015,1,0,-5.35266972,-4.86087322,4.95665693,5.34517527,0.03491463,0.03072553,0,0,5.75753939
104000,-0.90810394,0,-0.51082562,23.02390158,1,0,-24.98802185,-24.07991791,1.94550264,2.02758098,0.04209654,0.03930227,0,0,25.59847145
104100,-0.92905092,0,-0.51082562,8.37514720,1,0,-5.64845991,-4.71940899,5.46918917,5.23921585,0.05616644,0.04803299,0,0,6.11523008
104200,2.02632809,1,0.33647224,2.16871773,1,0,-9.31077576,-11.33710384,3.98134875,3.65168428,0.04803660,0.05767666,0,0,11.87025714
104300,0.72296619,1,0.33647224,9.54970772,1,0,-2.77008605,-3.49305224,6.85347176,6.78569603,0.15980285,0.15310065,0,0,2.60925090
104400,1.19627023,1,0.33647224,21.16718701,1,0,-1.17848325,-2.37475348,5.14791012,5.12213707,0.12929243,0.09456947,0,0,1.59175950
104500,2.02684021,1,0.33647224,42.95224063,1,0,2.47277641,0.44593608,4.24326849,4.74678993,0.02805128,0.02575869,0,0,-2.42566236
104600,-1.94297600,0,-0.51082562,61.34810281,1,0,-10.54346275,-8.60048676,3.96237946,4.66174603,0.04873337,0.03874441,0,0,19.32602310
104700,0.37661684,1,0.33647224,70.42368852,1,0,-1.93074429,-2.30736113,4.30359411,5.03511047,0.01826974,0.01754307,0,0,2.85607305
104800,1.90062249,1,0.33647224,79.49927423,1,0,-0.56109607,-2.46171856,6.66586161,7.35180855,0.17472887,0.13888921,0,0,0.51842794
104900,0.98501587,1,0.33647224,80.10188133,1,0,0.38113475,-0.60388112,3.79535127,4.78537512,0.04454616,0.04605184,0,0,0.18946346
105000,-0.71018219,0,-0.51082562,80.70448844,1,0,-30.64014244,-29.92996025,1.67009401,1.74410284,0.03060457,0.02843250,0,0,30.66763560
105100,-0.95450020,0,-0.51082562,55.04086188,1,0,-0.14830208,0.80619812,4.06958628,4.47410393,0.06469107,0.06849386,0,0,1.21290236
105200,-0.43843102,0,-0.51082562,39.54480964,1,0,3.06747866,3.50590968,3.05742264,3.64371920,0.05460582,0.04574919,0,0,-2.80921745
105300,-0.74913406,0,-0.51082562,31.67443814,1,0,-9.43326855,-8.68413448,3.01473236,3.55158186,0.04135765,0.06159444,0,0,11.50013561
105400,-0.17597103,0,-0.51082562,34.81893883,1,0,-1.91555500,-1.73958397,3.89220595,4.53781557,0.05346183,0.04798350,0,0,1.15909696
105500,3.66212749,1,0.33647224,48.97831170,1,0,-9.01157284,-12.67370033,4.75938749,5.17795563,0.04526770,0.06036042,0,0,11.60235469
105600,1.70721841,1,0.33647224,67.37417388,1,0,1.49762368,-0.20959473,4.97578478,5.64635706,0.07366481,0.05711831,0,0,-1.07967263
105700,0.21371794,1,0.33647224,75.60246173,1,0,5.69754934,5.48383141,2.80043411,3.26739478,0.03990513,0.02154805,0,0,-4.37475753
105800,0.66189420,1,0.33647224,82.98345172,1,0,-0.58834100,-1.25023520,3.14148068,3.53579521,0.06516549,0.05446042,0,0,2.02344171
105900,0.64424801,1,0.33647224,84.43335668,1,0,-1.19345307,-1.83770108,4.76465750,5.22532892,0.10993586,0.08977089,0,0,1.56008554
106000,-0.36558151,0,-0.51082562,98.59272956,1,0,-35.43214417,-35.06656265,1.42161453,1.47203398,0.02841189,0.02638632,0,0,38.91162682
106100,0.00000000,0,0.00000000,0.00000000,0,0,-2.81737375,-2.81737375,2.62713718,2.62713718,0.03795168,0.03795168,0,960,5.12846196
106200,0.00000000,0,0.00000000,0.00000000,0,0,-0.11623943,-0.11623943,3.51319408,3.51319408,0.08730233,0.08730233,0,860,0.42119976
106300,0.00000000,0,0.00000000,0.00000000,0,0,-2.40918064,-2.40918064,5.49889755,5.49889755,0.16401109,0.16401109,0,760,2.72004408
106400,0.00000000,0,0.00000000,0.00000000,0,0,-4.46899223,-4.46899223,4.37743378,4.37743378,0.13493112,0.13493112,0,660,4.39564713
106500,0.00000000,0,0.00000000,0.00000000,0,0,-3.48140168,-3.48140168,4.07640362,4.07640362,0.06139227,0.06139227,0,560,4.14382148
106600,0.00000000,0,0.00000000,0.00000000,0,0,-0.06172752,-0.06172752,4.51052809,4.51052809,0.05410403,0.05410403,0,460,1.11685944
106700,0.00000000,0,0.00000000,0.00000000,0,0,0.12449610,0.12449610,5.22784901,5.22784901,0.08573718,0.08573718,0,360,-0.64891613
106800,0.00000000,0,0.00000000,0.00000000,0,0,6.06094551,6.06094551,2.50142717,2.50142717,0.02101794,0.02101794,0,260,-5.25913739
106900,0.00000000,0,0.00000000,0.00000000,0,0,2.31702757,2.31702757,2.75378203,2.75378203,0.04845969,0.04845969,0,160,-1.21588773
107000,0.00000000,0,0.00000000,0.00000000,0,0,-25.02896690,-25.02896690,1.91978323,1.91978323,0.02473586,0.02473586,0,60,24.39370441
107100,-0.02293086,0,-0.51082562,0.00000000,1,0,2.50077581,2.52370667,4.13712406,4.10373545,0.02727340,0.02558383,0,0,-2.17370754
107200,0.14478421,1,0.33647224,3.00685091,1,0,3.13611388,2.99132967,2.60389614,2.75595570,0.02651356,0.01838537,0,0,-1.65659602
107300,-3.01487350,0,-0.51082562,0.49859109,1,0,-25.59276199,-22.57788849,4.50390148,4.79357100,0.05594383,0.06552570,0,0,28.66017246
107400,-1.75662136,0,-0.51082562,0.47412201,1,0,-10.29576015,-8.53913879,4.43695593,4.87481594,0.03203081,0.04533968,0,0,12.01872325
107500,-0.06102479,0,-0.51082562,0.00000000,1,0,0.31025612,0.37128091,4.99254417,5.28029680,0.11325436,0.11689956,0,0,-0.05344173
107600,-0.04242325,0,-0.51082562,0.00000000,1,0,2.95732188,2.99974513,2.59518909,2.71861649,0.02173463,0.02913564,0,0,-2.41184445
107700,0.18151569,1,0.33647224,0.33647224,1,0,2.69454312,2.51302743,4.37996292,4.49780560,0.09145462,0.10921557,0,0,-1.78857017
107800,0.21050167,1,0.33647224,2.31860204,1,0,-1.93760252,-2.14810419,4.03969812,4.30426979,0.08034608,0.08507022,0,0,3.26653308
107900,0.18068790,1,0.33647224,2.92120915,1,0,-0.45968437,-0.64037228,3.73817277,4.22915268,0.03089898,0.02540018,0,0,0.66553557
108000,-0.66008759,0,-0.51082562,0.00000000,1,0,-49.38652039,-48.72643280,1.99222863,2.07053924,0.02730455,0.02515496,0,0,50.37543488
108100,1.18805099,1,0.33647224,0.33647224,1,0,3.78786349,2.59981251,3.86303806,3.96243024,0.06054642,0.05740701,0,0,-2.92487016
108200,-0.61542273,0,-0.51082562,0.00000000,1,0,1.91075659,2.52617931,2.95713902,3.12965226,0.05170659,0.04327958,0,0,-1.28771824
108300,0.08641720,1,0.33647224,0.33647224,1,0,3.64682174,3.56040454,2.17291045,2.30239844,0.01754303,0.01575178,0,0,-2.60232174
108400,-0.18905878,0,-0.51082562,0.31200316,1,0,2.98859024,3.17764902,3.20729113,3.34225512,0.02413996,0.02541525,0,0,-2.30934882
108500,-1.06994581,0,-0.51082562,0.00000000,1,0,-0.36036062,0.70958519,2.28873444,2.44206667,0.02697815,0.02531483,0,0,1.57974404
108600,0.44007301,1,0.33647224,3.03131999,1,0,6.38274050,5.94266748,3.17048550,3.34568143,0.02610390,0.02314118,0,0,-5.97963905
108700,0.04493546,1,0.33647224,0.33647224,1,0,2.80253935,2.75760388,2.87349606,3.07499027,0.01601906,0.01519093,0,0,-2.17317009
108800,-0.15892196,0,-0.51082562,0.00000000,1,0,2.22283053,2.38175249,3.86511064,3.87207508,0.08634277,0.08728391,0,0,-1.02715258
108900,0.51285267,1,0.33647224,3.29131514,1,0,5.90735340,5.39450073,3.50028563,3.59855700,0.04546877,0.04183017,0,0,-4.97142124
109000,0.36236954,1,0.33647224,0.33647224,1,0,-46.87504578,-47.23741531,1.80374610,1.79027605,0.03009876,0.02750836,0,0,47.86271095
109100,-2.37589312,0,-0.51082562,0.00000000,1,0,2.00176048,4.37765360,2.79890537,2.56641483,0.04483213,0.02545460,0,0,1.74758029
109200,-0.92882633,0,-0.51082562,0.00000000,1,0,5.30371189,6.23253822,3.79584718,3.42413449,0.01714524,0.01761147,0,0,-5.55135218
109300,0.48699188,1,0.33647224,0.33647224,1,0,-0.03030467,-0.51729655,3.49584651,3.14147162,0.04388994,0.04044317,0,0,1.30560005
109400,-1.40456963,0,-0.51082562,0.00000000,1,0,3.06158447,4.46615410,2.71928954,2.34719920,0.02803929,0.01759490,0,0,-3.12492168
109500,-0.66827822,0,-0.51082562,0.00000000,1,0,-1.44610596,-0.77782774,4.54447603,4.45425987,0.13242902,0.14988691,0,0,1.50408435
109600,-0.32282257,0,-0.51082562,0.00000000,1,0,1.81695771,2.13978028,4.64685917,4.65266085,0.16102391,0.17723416,0,0,-1.12258196
109700,1.58925819,1,0.33647224,0.67294447,1,0,-9.25352669,-10.84278488,4.33161783,3.99315596,0.10251179,0.09286399,0,0,14.68981934
109800,1.71607876,1,0.33647224,0.83506332,1,0,-2.08726692,-3.80334568,4.29849434,4.07935762,0.06808425,0.07550698,0,0,3.02039518
109900,3.13858056,1,0.33647224,2.01883342,1,0,-0.46823835,-3.60681891,3.20185995,2.84427595,0.04785027,0.03122075,0,0,0.52102852
110000,0.67818451,1,0.33647224,2.09531051,1,0,-49.79338455,-50.47156906,2.12292767,2.06708407,0.02625897,0.02377358,0,0,50.53246460
110100,-1.78762221,0,-0.51082562,0.00000000,1,0,-3.70285273,-1.91523051,2.55072832,2.39730883,0.02653096,0.03561448,0,0,3.98870343
110200,-0.57186794,0,-0.51082562,0.00000000,1,0,4.29601192,4.86787987,2.81469750,2.56134129,0.03118297,0.02792077,0,0,-3.84413028
110300,1.00958574,1,0.33647224,0.33647224,1,0,-1.08230269,-2.09188843,3.11482835,2.86715484,0.04807684,0.04797902,0,0,2.91298336
110400,-2.44000149,0,-0.51082562,0.00000000,1,0,2.93815613,5.37815762,2.84201789,2.62495708,0.01335860,0.00920505,0,0,-1.65755573
