block_index,step,E_k,W_k,mean_familiarity,mean_surprise,mean_gradient_coherence,mean_gradient_novelty,regime_change
30,13099,0.37870893,0.00000000,0.68001801,1.10496895,-0.08068706,1.08068706,0
31,13199,0.37052422,0.00000000,0.78359202,0.73124124,0.09049181,0.90950819,0
32,13299,0.33460330,0.00000000,0.73352734,0.81132436,0.06580854,0.93419146,0
33,13399,0.32160027,0.00000000,0.89207279,0.45992878,0.02343563,0.97656437,0
34,13499,0.34646543,0.00000000,0.91214187,0.46803765,0.06161039,0.93838961,0
35,13599,0.33867866,0.00000000,0.88615059,0.48018408,0.05826248,0.94173752,0
36,13699,0.39275401,0.00000000,0.90526686,0.51528454,0.04498155,0.95501845,0
37,13799,0.40507220,0.00000000,0.91661797,0.52611468,0.05875986,0.94124014,0
38,13899,0.40065401,0.00000000,0.89192274,0.52257043,0.06393476,0.93606524,0
39,13999,0.38367981,0.00000000,0.91685185,0.51298516,0.05956719,0.94043281,0
40,14099,0.45628400,0.00000000,0.74006424,1.02534442,-0.04810832,1.04810832,0
41,14199,0.41119116,0.00000000,0.75101031,0.88280159,-0.01195197,1.01195197,0
42,14299,0.39224211,0.00000000,0.80875672,0.74884604,0.09165540,0.90834460,0
43,14399,0.35351170,0.00000000,0.91576478,0.44961019,0.05765711,0.94234289,0
44,14499,0.38876162,0.00000000,0.94519900,0.45064212,0.04710534,0.95289466,0
45,14599,0.40270147,0.00000000,0.93313786,0.48238228,0.04151202,0.95848798,0
46,14699,0.41310111,0.00000000,0.94348286,0.49921891,0.02726180,0.97273820,0
47,14799,0.39522688,0.00000000,0.93461633,0.50719410,0.02130183,0.97869817,0
48,14899,0.43348572,0.00000000,0.91696738,0.55708160,0.04898688,0.95101312,0
49,14999,0.41845953,0.00000000,0.93374803,0.50503691,0.05905187,0.94094813,0
50,15099,0.72653946,0.35178993,0.82759584,1.13637198,-0.07175560,1.07175560,0
51,15199,0.55434299,0.45878029,0.90082539,0.74641254,0.09899354,0.90100646,0
52,15299,0.48829276,0.51174624,0.88103606,0.68415705,0.08248936,0.91751064,0
53,15399,0.49201553,0.68933530,0.77663336,0.95888446,-0.04119035,1.04119035,0
54,15499,0.47700566,0.64115112,0.93613041,0.63037656,0.09602878,0.90397122,0
55,15599,0.44858801,0.56396625,0.95605075,0.50752329,-0.00640392,1.00640392,0
56,15699,0.37143998,0.44346545,0.91874370,0.49607846,0.02236551,0.97763449,0
57,15799,0.48470303,0.40823825,0.94830581,0.57468155,0.01514063,0.98485937,0
58,15899,0.42223890,0.31245613,0.94051386,0.50672857,0.06805045,0.93194955,0
59,15999,0.46443274,0.24946051,0.95364248,0.53110583,0.03944197,0.96055803,0
60,16099,0.45861169,0.42228565,0.72963567,1.08046514,-0.01796231,1.01796231,0
61,16199,0.55786243,0.60467786,0.81009586,0.95441711,0.01381302,0.98618698,0
62,16299,0.35412308,0.38034357,0.98400100,0.37292263,0.01878225,0.98121775,0
63,16399,0.41813807,0.29829849,0.92051915,0.51103763,0.03031146,0.96968854,0
64,16499,0.45554460,0.21505995,0.95856018,0.51155581,0.05349545,0.94650455,0
65,16599,0.41180238,0.09009582,0.96142043,0.46915607,0.01192513,0.98807487,0
66,16699,0.46748487,0.04574547,0.93633189,0.56931619,0.03181861,0.96818139,0
67,16799,0.53735468,0.05721749,0.94683502,0.59852996,0.01965787,0.98034213,0
68,16899,0.47413985,0.01910671,0.93797682,0.56367553,0.01391614,0.98608386,0
69,16999,0.49158059,0.04131050,0.90802658,0.60267478,0.01313251,0.98686749,0
70,17099,0.70621900,0.30273982,0.89023599,0.98924610,0.00726081,0.99273919,0
71,17199,0.61347536,0.46609822,0.88663804,0.86509983,0.01974797,0.98025203,0
72,17299,0.58644914,0.56221879,0.91826379,0.75969846,0.03119034,0.96880966,0
73,17399,0.42827812,0.56475934,0.86210906,0.69449295,0.04886196,0.95113804,0
74,17499,0.37857905,0.44820679,0.92549468,0.48218100,0.01292398,0.98707602,0
75,17599,0.37350191,0.36440336,0.89574779,0.50026011,-0.00185827,1.00185827,0
76,17699,0.42328441,0.30364610,0.90713179,0.52980936,0.00910936,0.99089064,0
77,17799,0.43394848,0.24258089,0.92194349,0.54811902,0.03074648,0.96925352,0
78,17899,0.47680468,0.21217889,0.91467505,0.58947558,0.01334384,0.98665616,0
79,17999,0.48220172,0.15750092,0.95217039,0.54551489,0.03963666,0.96036334,0
80,18099,0.65553083,0.30439930,0.93164642,0.80295093,0.07946861,0.92053139,0
81,18199,0.59975311,0.36500625,0.95351077,0.68891958,0.01529777,0.98470223,0
82,18299,0.54246313,0.48771193,0.82312082,0.91304121,0.02918146,0.97081854,0
83,18399,0.43186222,0.41974471,0.93016760,0.52439573,-0.01883627,1.01883627,0
84,18499,0.38843249,0.28283583,0.94188897,0.47000861,-0.01464544,1.01464544,0
85,18599,0.40497297,0.14422464,0.95130029,0.46647082,0.01229704,0.98770296,0
86,18699,0.43614898,0.02822867,0.95853471,0.49163877,0.00563537,0.99436463,0
87,18799,0.42807911,0.00000000,0.96898244,0.46537599,0.01028649,0.98971351,0
88,18899,0.45082670,0.00000000,0.95911169,0.51378572,0.05876933,0.94123067,0
89,18999,0.51623680,0.00000000,0.98168002,0.54711579,0.00998609,0.99001391,0
90,19099,0.76296439,0.37762621,0.82742580,1.19684001,-0.18132969,1.18132969,0
91,19199,0.70112400,0.65194382,0.86435769,0.97532895,-0.05569690,1.05569690,0
92,19299,0.57338847,0.68245343,0.94919011,0.66259367,0.15671621,0.84328379,0
93,19399,0.55958177,0.77717457,0.86611166,0.85342249,0.04581500,0.95418500,0
94,19499,0.35073280,0.51238996,0.99400411,0.35897126,0.02388630,0.97611370,0
95,19599,0.39696745,0.30077697,0.99076322,0.40989683,0.02637206,0.97362794,0
96,19699,0.43004636,0.14196477,0.97103672,0.46384802,0.01250833,0.98749167,0
97,19799,0.40045253,0.00000000,0.97642843,0.43059705,0.04245596,0.95754404,0
98,19899,0.41833206,0.00000000,0.98962279,0.43427377,-0.00455417,1.00455417,0
99,19999,0.46717463,0.00000000,0.99274051,0.47675311,0.01076864,0.98923136,0
100,20099,0.69853640,0.30818519,0.80048717,1.18386712,-0.05044085,1.05044085,0
101,20199,0.51274310,0.22523224,0.98072758,0.53826231,0.02412764,0.97587236,0
102,20299,0.49231589,0.14041607,0.96690642,0.53850846,0.00076442,0.99923558,0
103,20399,0.45009669,0.00000000,0.98666571,0.46663726,-0.01014448,1.01014448,0
104,20499,0.50207862,0.00000000,0.99329365,0.51319571,0.02237879,0.97762121,0
105,20599,0.46788683,0.00000000,0.99209596,0.48469513,0.01055558,0.98944442,0
106,20699,0.50881172,0.00000000,0.97881869,0.54216507,-0.00452758,1.00452758,0
107,20799,0.53366966,0.00000000,0.98399086,0.56004107,-0.01182007,1.01182007,0
108,20899,0.59847579,0.00000000,0.98728895,0.62957596,-0.02094741,1.02094741,0
109,20999,0.53702019,0.00000000,0.97312371,0.59265108,-0.00648910,1.00648910,0
110,21099,0.61686239,0.23442246,0.79948790,1.02159034,-0.02578195,1.02578195,0
111,21199,0.43616587,0.09709608,0.96730689,0.48920184,0.00587853,0.99412147,0
112,21299,0.48779791,0.00000000,0.97049847,0.53256696,0.03283489,0.96716511,0
113,21399,0.49925281,0.00000000,0.97806200,0.52386531,-0.00693083,1.00693083,0
114,21499,0.54618157,0.00000000,0.96850432,0.58707124,0.02730381,0.97269619,0
115,21599,0.51352122,0.00000000,0.98909468,0.53643944,-0.00317920,1.00317920,0
116,21699,0.55105116,0.00000000,0.99068022,0.56425419,0.00305691,0.99694309,0
117,21799,0.53438144,0.00000000,0.98396696,0.55734300,-0.02538660,1.02538660,0
118,21899,0.55037466,0.00000000,0.98733733,0.56857396,-0.00401460,1.00401460,0
119,21999,0.53622243,0.00000000,0.98649310,0.57014451,0.00726420,0.99273580,0
120,22099,0.74561463,0.30034355,0.83535843,1.10411763,-0.01775890,1.01775890,0
121,22199,0.56383745,0.24186664,0.99065348,0.57632210,-0.01949663,1.01949663,0
122,22299,0.53095450,0.15941977,0.98295836,0.55481917,-0.04745525,1.04745525,0
123,22399,0.51907170,0.08903475,0.97109139,0.56616837,0.01035295,0.98964705,0
124,22499,0.54522052,0.02710218,0.97991764,0.57406524,-0.00156474,1.00156474,0
125,22599,0.49538094,0.00000000,0.98346583,0.51805635,0.00017679,0.99982321,0
126,22699,0.48555352,0.00000000,0.98881670,0.50478513,0.02103075,0.97896925,0
127,22799,0.52695700,0.00000000,0.99045998,0.54549796,0.00017436,0.99982564,0
128,22899,0.55759098,0.00000000,0.98121708,0.59904188,0.01373055,0.98626945,0
129,22999,0.55232132,0.00000000,0.98935548,0.57946176,-0.00792736,1.00792736,0
130,23099,0.73607123,0.20298566,0.93083169,0.89147391,0.00463967,0.99536033,0
131,23199,0.54113520,0.14051564,0.97422693,0.59535815,-0.02014599,1.02014599,0
132,23299,0.47843650,0.00000000,0.98712201,0.49813795,-0.00942920,1.00942920,0
133,23399,0.52719467,0.00000000,0.98688336,0.55579676,0.00205341,0.99794659,0
134,23499,0.51255693,0.00000000,0.99493199,0.52072683,-0.00699697,1.00699697,0
135,23599,0.49779680,0.00000000,0.99554536,0.50362331,0.00978939,0.99021061,0
136,23699,0.48159874,0.00000000,0.98516435,0.49900607,-0.03251050,1.03251050,0
137,23799,0.53367496,0.00000000,0.98795322,0.55977353,0.02037666,0.97962334,0
138,23899,0.56557973,0.00000000,0.98389270,0.60697979,0.01981208,0.98018792,0
139,23999,0.55098715,0.00000000,0.99387599,0.56339347,0.00526183,0.99473817,0
140,24099,0.68469756,0.26491614,0.79770176,1.07203247,-0.06189458,1.06189458,0
141,24199,0.46743110,0.11395804,0.98448522,0.50433929,0.00312342,0.99687658,0
142,24299,0.48888045,0.00000000,0.97533005,0.53023584,0.01658357,0.98341643,0
143,24399,0.48341519,0.00000000,0.98368421,0.50456679,-0.01880582,1.01880582,0
144,24499,0.53447211,0.00000000,0.98929048,0.55605366,-0.02063795,1.02063795,0
145,24599,0.51691726,0.00000000,0.98487278,0.55048156,-0.00706227,1.00706227,0
146,24699,0.55507326,0.00000000,0.98440360,0.58199503,0.01532870,0.98467130,0
147,24799,0.51479280,0.00000000,0.97991430,0.54263873,-0.01446151,1.01446151,0
148,24899,0.58873053,0.00000000,0.98855917,0.61371303,0.01864239,0.98135761,0
149,24999,0.54128679,0.00000000,0.98840632,0.55520840,-0.01774522,1.01774522,0
150,25099,0.74413597,0.36891847,0.77656281,1.19546575,-0.12928279,1.12928279,0
151,25199,0.56563891,0.46799688,0.82958316,0.90266051,0.03308390,0.96691610,0
152,25299,0.46904578,0.31815464,0.97074642,0.50368315,-0.01505999,1.01505999,0
153,25399,0.38644864,0.06917090,0.98948393,0.40435047,-0.01935112,1.01935112,0
154,25499,0.42966869,0.00000000,0.98377397,0.45118559,0.00072637,0.99927363,0
155,25599,0.45759637,0.00000000,0.97846821,0.47798532,0.00547416,0.99452584,0
156,25699,0.52384031,0.00000000,0.97456914,0.55790806,0.00672585,0.99327415,0
157,25799,0.49223533,0.00000000,0.99510979,0.50618766,-0.01151063,1.01151063,0
158,25899,0.48077780,0.00000000,0.98533458,0.50189541,-0.02786359,1.02786359,0
159,25999,0.48149742,0.00000000,0.98930575,0.49476079,0.02055289,0.97944711,0
160,26099,0.84939165,0.33289662,0.90805297,1.08799114,-0.06043448,1.06043448,0
161,26199,0.53629001,0.26411106,0.96572479,0.62167153,0.02311220,0.97688780,0
162,26299,0.48960756,0.10563406,0.99437999,0.49948190,0.00970907,0.99029093,0
163,26399,0.52239390,0.00000000,0.98722770,0.53922988,-0.01895041,1.01895041,0
164,26499,0.49114550,0.00000000,0.98809063,0.51071017,0.02498271,0.97501729,0
165,26599,0.48842533,0.00000000,0.99526397,0.50003395,0.01821088,0.98178912,0
166,26699,0.52669346,0.00000000,0.99044212,0.54694117,0.02344104,0.97655896,0
167,26799,0.52720300,0.00000000,0.97698413,0.55453324,-0.00533435,1.00533435,0
168,26899,0.52128998,0.00000000,0.97908739,0.54501455,-0.01075122,1.01075122,0
169,26999,0.56145078,0.00000000,0.99560366,0.56757169,0.00216520,0.99783480,0
170,27099,0.86432845,0.33034010,0.92146263,1.06876559,-0.05127810,1.05127810,0
171,27199,0.76442862,0.51515369,0.95345858,0.89528147,0.04810384,0.95189616,0
172,27299,0.71191744,0.72784437,0.89130181,0.93422181,0.00619651,0.99380349,0
173,27399,0.50618694,0.72438981,0.89206392,0.73351789,-0.02306237,1.02306237,0
174,27499,0.40095166,0.48085054,0.99129588,0.41305242,0.01250700,0.98749300,0
175,27599,0.44968307,0.28010798,0.99404662,0.45707654,0.00319327,0.99680673,0
176,27699,0.47770395,0.10706657,0.99391467,0.48097995,-0.01764980,1.01764980,0
177,27799,0.47207931,0.00000000,0.98381946,0.48804827,-0.02535860,1.02535860,0
178,27899,0.51707593,0.00000000,0.99249395,0.52994689,-0.02729837,1.02729837,0
179,27999,0.46561548,0.00000000,0.99739161,0.46965810,-0.00813635,1.00813635,0
180,28099,0.58518024,0.04112828,0.91146532,0.77083060,0.01324905,0.98675095,0
181,28199,0.46860941,0.00000000,0.98328222,0.50217966,-0.02389836,1.02389836,0
182,28299,0.46497688,0.00000000,0.99442138,0.47285135,0.00581796,0.99418204,0
183,28399,0.51441434,0.00000000,0.98874686,0.52475919,0.01378654,0.98621346,0
184,28499,0.52998252,0.00000000,0.98871471,0.54856856,0.01705720,0.98294280,0
185,28599,0.56851787,0.00000000,0.98672409,0.59208238,0.00639822,0.99360178,0
186,28699,0.53742841,0.00000000,0.99578853,0.54462318,0.01227243,0.98772757,0
187,28799,0.50237871,0.00000000,0.99214813,0.51975390,0.01666520,0.98333480,0
188,28899,0.51800714,0.00000000,0.99097677,0.53426341,-0.01715326,1.01715326,0
189,28999,0.49414763,0.00000000,0.98873646,0.51231522,0.01404584,0.98595416,0
190,29099,0.63857246,0.10576223,0.90256513,0.93887798,-0.04272049,1.04272049,0
191,29199,0.45911549,0.00000000,0.99108559,0.47658088,0.02119662,0.97880338,0
192,29299,0.50238334,0.00000000,0.99371073,0.51133084,0.01720614,0.98279386,0
193,29399,0.43576384,0.00000000,0.99238813,0.44659480,0.02011089,0.97988911,0
194,29499,0.50170055,0.00000000,0.99202442,0.51371041,-0.01325163,1.01325163,0
195,29599,0.49751571,0.00000000,0.99477231,0.50227413,0.00705529,0.99294471,0
196,29699,0.50022206,0.00000000,0.98940875,0.52498555,0.00313516,0.99686484,0
197,29799,0.58268927,0.00000000,0.99670776,0.58944291,-0.00686337,1.00686337,0
198,29899,0.46698723,0.00000000,0.99572911,0.47172964,-0.00088096,1.00088096,0
199,29999,0.47343325,0.00000000,0.99405043,0.49026853,0.02421009,0.97578991,0
200,30099,0.90651312,0.47527085,0.82911438,1.47179803,-0.05544697,1.05544697,0
201,30199,0.52442250,0.42552132,0.92655352,0.68939744,0.03581502,0.96418498,0
202,30299,0.46133794,0.22822802,0.99849807,0.46397306,0.00323067,0.99676933,0
203,30399,0.51303494,0.09879466,0.98927615,0.52749056,-0.00903688,1.00903688,0
204,30499,0.45044981,0.00000000,0.99455883,0.45826285,-0.01729719,1.01729719,0
205,30599,0.48235968,0.00000000,0.99681589,0.48767746,0.02357786,0.97642214,0
206,30699,0.49949112,0.00000000,0.99854068,0.50362475,0.00142704,0.99857296,0
207,30799,0.52515306,0.00000000,0.98933820,0.54171774,-0.01103822,1.01103822,0
208,30899,0.48892620,0.00000000,0.99110644,0.49857429,-0.02600555,1.02600555,0
209,30999,0.55815334,0.00000000,0.99655794,0.56635472,-0.00311340,1.00311340,0
210,31099,0.60877970,0.06309240,0.91291264,0.84519094,0.01846004,0.98153996,0
211,31199,0.50222718,0.00000000,0.99523926,0.51120580,-0.00293860,1.00293860,0
212,31299,0.49283754,0.00000000,0.99966314,0.49365975,0.01428240,0.98571760,0
213,31399,0.48795055,0.00000000,0.99187342,0.49572076,-0.00301366,1.00301366,0
214,31499,0.50101003,0.00000000,0.99919751,0.50241340,0.00571095,0.99428905,0
215,31599,0.51425065,0.00000000,0.99897667,0.51679064,0.00137776,0.99862224,0
216,31699,0.53056457,0.00000000,0.99924793,0.53204666,-0.00855033,1.00855033,0
217,31799,0.48429337,0.00000000,0.99537769,0.49095893,0.00746151,0.99253849,0
218,31899,0.55545017,0.00000000,0.99422988,0.56947274,0.00442870,0.99557130,0
219,31999,0.53848842,0.00000000,0.99838027,0.54109446,0.00721130,0.99278870,0
220,32099,0.71420868,0.23407360,0.87542592,1.07973955,0.01395551,0.98604449,0
221,32199,0.47014082,0.05543635,0.99336518,0.47918129,0.00692904,0.99307096,0
222,32299,0.49760044,0.00000000,0.99717342,0.50444277,0.00437951,0.99562049,0
223,32399,0.55447207,0.00000000,0.99565662,0.56336823,0.00012190,0.99987810,0
224,32499,0.57027185,0.00000000,0.99674961,0.57835599,0.00921360,0.99078640,0
225,32599,0.51441922,0.00000000,0.99824806,0.51845445,0.00587259,0.99412741,0
226,32699,0.55163509,0.00000000,0.99684924,0.56004666,-0.00057785,1.00057785,0
227,32799,0.67140179,0.02015765,0.99681281,0.67760140,0.01952385,0.98047615,0
228,32899,0.51172498,0.00000000,0.99988924,0.51200077,-0.01155976,1.01155976,0
229,32999,0.53978767,0.00000000,0.99243109,0.55125428,0.02377243,0.97622757,0
230,33099,0.55910186,0.18556786,0.76943694,1.06892565,-0.00587418,1.00587418,0
231,33199,0.47190355,0.00460658,0.99389997,0.48467112,-0.00717410,1.00717410,0
232,33299,0.49150976,0.00000000,0.99695034,0.49584675,-0.01752633,1.01752633,0
233,33399,0.52196022,0.00000000,0.99867988,0.52920313,0.01582312,0.98417688,0
234,33499,0.51700483,0.00000000,0.99866769,0.51905533,0.00984148,0.99015852,0
235,33599,0.52956548,0.00000000,0.99773718,0.53477451,0.00604377,0.99395623,0
236,33699,0.54377335,0.00000000,0.99238712,0.55996284,-0.02782855,1.02782855,0
237,33799,0.45921738,0.00000000,0.99951557,0.45985182,-0.01791376,1.01791376,0
238,33899,0.56451322,0.00000000,0.99821785,0.56697107,0.00526024,0.99473976,0
239,33999,0.51847923,0.00000000,0.99988992,0.51872575,-0.00180824,1.00180824,0
240,34099,0.51671851,0.04951892,0.84874064,0.80008391,0.01709792,0.98290208,0
241,34199,0.51555105,0.00000000,0.99932667,0.51680109,-0.01026256,1.01026256,0
242,34299,0.49494999,0.00000000,0.99945974,0.49591207,0.02261221,0.97738779,0
243,34399,0.54397853,0.00000000,0.99675606,0.55211272,0.00223559,0.99776441,0
244,34499,0.51646447,0.00000000,0.99960768,0.51727773,0.02479883,0.97520117,0
245,34599,0.57530079,0.00000000,0.99538582,0.58448507,0.00337427,0.99662573,0
246,34699,0.48376312,0.00000000,0.99977041,0.48428385,-0.00873271,1.00873271,0
247,34799,0.52812315,0.00000000,0.99429794,0.53834103,-0.00852126,1.00852126,0
248,34899,0.53480155,0.00000000,0.99817614,0.53910043,0.01940458,0.98059542,0
249,34999,0.61511028,0.00000000,0.99810860,0.62129652,-0.01745248,1.01745248,0
250,35099,0.62111023,0.17886771,0.83536845,0.94699765,0.06713097,0.93286903,0
251,35199,0.50000007,0.02151219,0.99763552,0.50661280,0.01828036,0.98171964,0
252,35299,0.50470642,0.00000000,0.99448157,0.51738038,0.00993441,0.99006559,0
253,35399,0.55282116,0.00000000,0.99670520,0.56341083,0.01706433,0.98293567,0
254,35499,0.53159640,0.00000000,0.99621319,0.53838919,0.00933250,0.99066750,0
255,35599,0.54140437,0.00000000,0.99931912,0.54231126,-0.01535877,1.01535877,0
256,35699,0.51668525,0.00000000,0.99850652,0.51921097,-0.00692644,1.00692644,0
257,35799,0.54693579,0.00000000,0.99273796,0.55521844,0.00515999,0.99484001,0
258,35899,0.57311007,0.00000000,0.99954266,0.57380891,-0.02733068,1.02733068,0
259,35999,0.58374644,0.00000000,0.99889080,0.58586076,0.01797123,0.98202877,0
260,36099,1.08852438,0.67868494,0.80149251,1.79316766,-0.11099330,1.11099330,0
261,36199,0.85656308,1.10519078,0.81315600,1.32890799,-0.08816616,1.08816616,0
262,36299,0.66112775,1.36445182,0.81136275,1.10337390,-0.06974939,1.06974939,0
263,36399,0.64904093,1.61456946,0.79378248,1.04346118,-0.04515974,1.04515974,0
264,36499,0.60856156,1.78871765,0.83087003,0.92278598,-0.03858092,1.03858092,0
265,36599,0.54819111,1.90150172,0.83409669,0.80903415,-0.05081192,1.05081192,0
266,36699,0.57035395,1.88779019,0.94662682,0.69150691,0.01075286,0.98924714,0
267,36799,0.29024874,1.51716321,0.99979332,0.29063640,0.00820075,0.99179925,0
268,36899,0.34246095,1.19916949,0.99963207,0.34290455,-0.01593263,1.01593263,0
269,36999,0.36184736,0.90331138,0.99838356,0.36435021,0.00551399,0.99448601,0
270,37099,0.87920179,1.32760592,0.84588641,1.21020934,-0.08767240,1.08767240,0
271,37199,0.65623298,1.51679282,0.86071767,0.95307121,-0.02397625,1.02397625,0
272,37299,0.56663448,1.69732224,0.77132588,0.93243979,0.03984229,0.96015771,0
273,37399,0.59897711,1.73306055,0.93800121,0.71778568,0.03871731,0.96128269,0
274,37499,0.46760875,1.58049032,0.97990852,0.49783584,0.07680573,0.92319427,0
275,37599,0.51673938,1.51315943,0.94960411,0.59243671,-0.00706283,1.00706283,0
276,37699,0.50617704,1.49014972,0.89667730,0.61478670,-0.01538087,1.01538087,0
277,37799,0.52384307,1.47581307,0.90662289,0.62690907,-0.00258988,1.00258988,0
278,37899,0.77130034,1.72567582,0.90506249,0.97893205,-0.05404662,1.05404662,0
279,37999,0.50317874,1.65945173,0.94640625,0.57283564,-0.05090241,1.05090241,0
280,38099,0.50478286,1.59581170,0.94308776,0.61188510,0.02073849,0.97926151,0
281,38199,0.50246215,1.49951386,0.96145999,0.54414037,0.02942568,0.97057432,0
282,38299,0.54679509,1.44567546,0.96943404,0.59060179,0.01155332,0.98844668,0
283,38399,0.52070362,1.37846762,0.95748131,0.56821504,0.01783277,0.98216723,0
284,38499,0.48124595,1.26409946,0.96424096,0.52361257,0.03647176,0.96352824,0
285,38599,0.55095403,1.19831694,0.97923174,0.59391524,0.01222238,0.98777762,0
286,38699,0.53427454,1.11859123,0.97327245,0.57119424,-0.00464900,1.00464900,0
287,38799,0.46183188,0.94807020,0.98586271,0.47775918,0.05746017,0.94253983,0
288,38899,0.42971350,0.73262961,0.99164297,0.44642214,0.02528670,0.97471330,0
289,38999,0.42600446,0.52303334,0.98867682,0.44266644,0.01122594,0.98877406,0
290,39099,0.56050542,0.44625712,0.98919939,0.58202010,0.03925704,0.96074296,0
291,39199,0.52338882,0.33780447,0.98325831,0.54563936,0.01314627,0.98685373,0
292,39299,0.52436899,0.24392725,0.97538293,0.56059047,0.04183015,0.95816985,0
293,39399,0.55722867,0.17914630,0.98004567,0.59617712,0.03127524,0.96872476,0
294,39499,0.61268559,0.16904244,0.97912491,0.64580111,0.07713601,0.92286399,0
295,39599,0.60884176,0.15081041,0.98004316,0.64469700,0.11009686,0.88990314,0
296,39699,0.59338959,0.13371960,0.97224418,0.63837212,0.06091408,0.93908592,0
297,39799,0.57569030,0.07748213,0.98094806,0.60527268,0.06978495,0.93021505,0
298,39899,0.58855304,0.07300328,0.95540339,0.66977311,0.07742227,0.92257773,0
299,39999,0.54417799,0.00000000,0.98605960,0.57272196,0.10041818,0.89958182,0
300,40099,0.64238382,0.05504536,0.95282304,0.71597187,0.04966147,0.95033853,0
301,40199,0.60225919,0.03117287,0.97938299,0.63410163,0.07540544,0.92459456,0
302,40299,0.55932890,0.00000000,0.97382964,0.59382674,0.05343883,0.94656117,0
303,40399,0.56441870,0.00000000,0.95293396,0.60639300,0.06922159,0.93077841,0
304,40499,0.54771343,0.00000000,0.98184089,0.57840613,0.09822926,0.90177074,0
305,40599,0.54520491,0.00000000,0.97622285,0.58640179,0.06081193,0.93918807,0
306,40699,0.61115757,0.00430621,0.96587591,0.67066341,0.06520402,0.93479598,0
307,40799,0.64660900,0.02611082,0.97941973,0.70249087,0.06122901,0.93877099,0
308,40899,0.67789791,0.07476196,0.97852995,0.71236759,0.05543130,0.94456870,0
309,40999,0.59146149,0.03831532,0.97063757,0.63113061,0.05237306,0.94762694,0
310,41099,0.60154403,0.00000000,0.99287124,0.61909807,0.06901985,0.93098015,0
311,41199,0.57072510,0.00000000,0.98625943,0.59823926,0.07926326,0.92073674,0
312,41299,1.05794931,0.47608846,0.93676980,1.41584060,0.00670128,0.99329872,0
313,41399,0.65117039,0.44766562,0.99951390,0.65198371,-0.00518357,1.00518357,0
314,41499,0.57466354,0.34197997,0.99952882,0.57538101,-0.01276277,1.01276277,0
315,41599,0.52699586,0.19713364,0.99580811,0.53469617,0.00477020,0.99522980,0
316,41699,0.53403403,0.05248625,0.99907083,0.53563522,-0.00117974,1.00117974,0
317,41799,0.50701485,0.00000000,0.99946350,0.50826223,0.01645110,0.98354890,0
318,41899,0.48272055,0.00000000,0.99996096,0.48277973,-0.00102371,1.00102371,0
319,41999,0.43593334,0.00000000,0.99976022,0.43642820,0.00143592,0.99856408,0
