block_end_step,detector_epoch,block_valid,block_win_rate,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining
11999,0,1,0.88169323,0.65039014,65.03901389,0.74508367,0.65637611,0.08870756,0,0,0,0,0,0,7
12099,0,1,0.31743703,0.56120821,56.12082120,0.65955434,0.65298671,0.00656763,0,0,0,0,0,0,6
12199,0,1,0.74896207,0.72220704,72.22070448,0.67743589,0.65394647,0.02348942,0,0,0,0,0,0,5
12299,0,1,0.87883369,0.71646243,71.64624308,0.71771545,0.65619534,0.06152011,0,0,0,0,0,0,4
12399,0,1,0.87026570,0.68995713,68.99571274,0.74822550,0.65833604,0.08988945,0,0,0,0,0,0,3
12499,0,1,0.66698325,0.72638833,72.63883256,0.73197705,0.65842252,0.07355453,0,0,0,0,0,0,2
12599,0,1,0.83201538,0.76686963,76.68696311,0.75198471,0.66015844,0.09182627,0,0,0,0,0,0,1
12699,0,1,0.89953886,0.79160615,79.16061475,0.78149554,0.66255225,0.11894329,0,0,0,0,0,0,0
12799,0,1,0.84454713,0.77538606,77.53860591,0.79410586,0.66437220,0.12973366,0,0,0,0,0,0,0
12899,0,1,0.85934297,0.77524839,77.52483917,0.80715328,0.66632191,0.14083138,0,0,0,0,0,0,0
12999,0,1,0.62391956,0.72544018,72.54401784,0.77050654,0.66589788,0.10460866,0,0,0,0,0,0,0
13099,0,1,0.66004765,0.60478342,60.47834220,0.74841476,0.66583938,0.08257538,0,0,0,0,0,0,0
13199,0,1,0.98732837,0.76282748,76.28274848,0.79619748,0.66905427,0.12714321,0,0,0,0,0,0,0
13299,0,1,0.88869234,0.70188392,70.18839207,0.81469645,0.67125065,0.14344580,0,0,0,0,0,0,0
13399,0,1,0.83231350,0.69182298,69.18229825,0.81821986,0.67286128,0.14535858,0,0,0,0,0,0,0
13499,0,1,0.33616757,0.80691955,80.69195504,0.72180940,0.66949434,0.05231506,0,0,0,0,0,0,0
13599,0,1,0.55030669,0.88021596,88.02159584,0.68750886,0.66830246,0.01920640,0,0,0,0,0,0,0
13699,0,1,0.72257019,0.84921480,84.92147990,0.69452113,0.66884514,0.02567599,0,0,0,1,0,0,0
13799,0,1,0.57905042,0.84374158,84.37415780,0.67142699,0.66794719,0.00347979,0,0,0,2,0,0,0
13899,0,1,0.70283205,0.84237410,84.23741017,0.67770800,0.66829604,0.00941196,0,0,0,3,0,0,0
13999,0,1,0.78911320,0.89629764,89.62976403,0.69998904,0.66950421,0.03048482,0,0,0,0,0,0,0
14099,0,1,0.69056917,0.72053609,72.05360894,0.69810506,0.66971486,0.02839020,0,0,0,1,0,0,0
14199,0,1,0.36213461,0.80699818,80.69981809,0.63091097,0.66663906,-0.03572809,0,0,0,0,0,0,0
14299,0,1,0.37823576,0.86209638,86.20963843,0.58037593,0.66375503,-0.08337910,0,0,0,0,0,0,0
14399,0,1,0.46546252,0.83294781,83.29478074,0.55739325,0.66177210,-0.10437885,0,0,0,0,0,0,0
14499,0,1,0.56943639,0.86616494,86.61649377,0.55980188,0.66084875,-0.10104687,0,0,0,0,0,0,0
14599,0,1,0.78816277,0.87385810,87.38581010,0.60547406,0.66212189,-0.05664783,0,0,0,0,0,0,0
14699,0,1,0.66461074,0.87970082,87.97008228,0.61730139,0.66214678,-0.04484538,0,0,0,1,0,0,0
14799,0,1,0.76376337,0.88741449,88.74144895,0.64659379,0.66316294,-0.01656915,0,0,0,0,0,0,0
14899,0,1,0.85379878,0.89622893,89.62289337,0.68803479,0.66506930,0.02296549,0,0,0,0,0,0,0
14999,0,1,0.68646922,0.93340411,93.34041085,0.68772167,0.66528330,0.02243837,0,0,0,1,0,0,0
15099,0,1,0.72910171,0.73676275,73.67627474,0.69599768,0.66592148,0.03007620,0,0,0,2,0,0,0
15199,0,1,0.98822071,0.77193261,77.19326094,0.75444228,0.66914448,0.08529781,0,0,0,0,0,0,0
15299,0,1,0.92866088,0.81266172,81.26617153,0.78928600,0.67173964,0.11754636,0,0,0,0,0,0,0
15399,0,1,0.95368824,0.83453019,83.45301872,0.82216645,0.67455913,0.14760733,0,0,0,0,0,0,0
15499,0,1,0.74830179,0.76189724,76.18972379,0.80739352,0.67529655,0.13209697,0,0,0,0,0,0,0
15599,0,1,0.93412046,0.88013368,88.01336809,0.83273891,0.67788479,0.15485412,0,0,0,0,0,0,0
15699,0,1,0.93136135,0.93677695,93.67769510,0.85246340,0.68041956,0.17204384,0,0,0,0,0,0,0
15799,0,1,0.93637971,0.90917658,90.91765837,0.86924666,0.68297916,0.18626750,0,0,0,0,0,0,0
15899,0,1,0.91954710,0.88855968,88.85596845,0.87930675,0.68534484,0.19396191,0,0,0,0,0,0,0
15999,0,1,0.92805519,0.85051737,85.05173662,0.88905644,0.68777194,0.20128449,0,0,0,0,0,0,0
16099,0,1,0.40997542,0.82409101,82.40910125,0.79324023,0.68499398,0.10824626,0,0,0,0,0,0,0
16199,0,1,0.84255930,0.91457781,91.45778147,0.80310405,0.68656963,0.11653442,0,0,0,0,0,0,0
16299,0,1,0.73688660,0.94828263,94.82826258,0.78986056,0.68707280,0.10278776,0,0,0,0,0,0,0
16399,0,1,0.64443943,0.89302310,89.30231022,0.76077633,0.68664647,0.07412987,0,0,0,0,0,0,0
16499,0,1,0.73430260,0.88425268,88.42526836,0.75548159,0.68712303,0.06835856,0,0,0,0,0,0,0
16599,0,1,0.63114717,0.90565560,90.56556047,0.73061470,0.68656327,0.04405144,0,0,0,1,0,0,0
16699,0,1,0.56286675,0.91404865,91.40486502,0.69706511,0.68532630,0.01173881,0,0,0,0,0,0,0
16799,0,1,0.42270776,0.96159667,96.15966742,0.64219364,0.68270012,-0.04050648,0,0,0,0,0,0,0
16899,0,1,0.61185884,0.97104489,97.10448942,0.63612668,0.68199170,-0.04586502,0,0,0,1,0,0,0
16999,0,1,0.71552518,0.92515880,92.51588002,0.65200638,0.68232704,-0.03032066,0,0,0,2,0,0,0
17099,0,1,0.71308468,0.91658750,91.65874974,0.66422204,0.68263462,-0.01841257,0,0,0,3,0,0,0
17199,0,1,0.98859122,0.87543873,87.54387251,0.72909588,0.68569418,0.04340170,0,0,0,0,0,0,0
17299,0,1,0.95725031,0.84189619,84.18961940,0.77472676,0.68840974,0.08631702,0,0,0,0,0,0,0
17399,0,1,0.58171045,0.91568920,91.56891998,0.73612350,0.68734275,0.04878075,0,0,0,0,0,0,0
17499,0,1,0.81967298,0.96359011,96.35901067,0.75283340,0.68866605,0.06416734,0,0,0,0,0,0,0
17599,0,1,0.51632153,0.93578889,93.57888863,0.70553102,0.68694261,0.01858842,0,0,0,0,0,0,0
17699,0,1,0.73289042,0.93578536,93.57853623,0.71100290,0.68740209,0.02360082,0,0,0,1,0,0,0
17799,0,1,0.82975091,0.96795829,96.79582897,0.73475251,0.68882557,0.04592693,0,0,0,0,0,0,0
17899,0,1,0.93794871,0.94629745,94.62974527,0.77539175,0.69131681,0.08407494,0,0,0,0,0,0,0
17999,0,1,0.92923265,0.96842593,96.84259341,0.80615993,0.69369596,0.11246396,0,0,0,0,0,0,0
18099,0,1,0.70625915,0.95798147,95.79814683,0.78617977,0.69382160,0.09235818,0,0,0,0,0,0,0
18199,0,1,0.96935303,0.85712352,85.71235191,0.82281442,0.69657691,0.12623751,0,0,0,0,0,0,0
18299,0,1,0.97779331,0.90047200,90.04720039,0.85381020,0.69938907,0.15442113,0,0,0,0,0,0,0
18399,0,1,0.74540932,0.92049212,92.04921205,0.83213002,0.69984928,0.13228075,0,0,0,0,0,0,0
18499,0,1,0.70140423,0.90085260,90.08526019,0.80598487,0.69986483,0.10612004,0,0,0,0,0,0,0
18599,0,1,0.88238239,0.89880083,89.88008348,0.82126437,0.70169000,0.11957437,0,0,0,0,0,0,0
18699,0,1,0.92891348,0.90156590,90.15658960,0.84279419,0.70396224,0.13883196,0,0,0,0,0,0,0
18799,0,1,0.89269012,0.93209544,93.20954438,0.85277338,0.70584952,0.14692386,0,0,0,0,0,0,0
18899,0,1,0.92473746,0.94267162,94.26716241,0.86716620,0.70803839,0.15912780,0,0,0,0,0,0,0
18999,0,1,0.84142257,0.93105081,93.10508141,0.86201747,0.70937224,0.15264523,0,0,0,0,0,0,0
19099,0,1,0.87011854,0.91772056,91.77205628,0.86363768,0.71097970,0.15265798,0,0,0,0,0,0,0
19199,0,1,0.90222358,0.95404892,95.40489196,0.87135486,0.71289214,0.15846273,0,0,0,0,0,0,0
19299,0,1,0.75192585,0.94410073,94.41007263,0.84746906,0.71328248,0.13418658,0,0,0,0,0,0,0
19399,0,1,0.39602907,0.92898569,92.89856920,0.75718106,0.71010994,0.04707112,0,0,0,0,0,0,0
19499,0,1,0.80456763,0.95277637,95.27763684,0.76665838,0.71105452,0.05560386,0,0,0,0,0,0,0
19599,0,1,0.90284593,0.96097249,96.09724902,0.79389589,0.71297243,0.08092345,0,0,0,0,0,0,0
19699,0,1,0.93737738,0.93551614,93.55161402,0.82259218,0.71521648,0.10737570,0,0,0,0,0,0,0
19799,0,1,0.80707434,0.95419298,95.41929771,0.81948861,0.71613506,0.10335355,0,0,0,0,0,0,0
19899,0,1,0.69958876,0.95546170,95.54616989,0.79550864,0.71596960,0.07953905,0,0,0,0,0,0,0
19999,0,1,0.43819038,0.94410530,94.41052952,0.72404499,0.71319181,0.01085319,0,0,0,0,0,0,0
20099,0,1,0.06229297,0.95598597,95.59859684,0.59169459,0.70668282,-0.11498823,0,0,0,0,0,0,0
20199,0,1,0.35876226,0.95683402,95.68340240,0.54510812,0.70320361,-0.15809549,0,0,0,0,0,0,0
20299,0,1,0.48723711,0.93551073,93.55107335,0.53353392,0.70104395,-0.16751003,0,0,0,0,0,0,0
20399,0,1,0.74954245,0.96233206,96.23320612,0.57673563,0.70152893,-0.12479331,0,0,0,0,0,0,0
20499,0,1,0.73066748,0.95887433,95.88743300,0.60752200,0.70182032,-0.09429832,0,0,0,0,0,0,0
20599,0,1,0.70528714,0.97282198,97.28219751,0.62707502,0.70185498,-0.07477996,0,0,0,0,0,0,0
20699,0,1,0.34021764,0.94960636,94.96063649,0.56970355,0.69823861,-0.12853506,0,0,0,0,0,0,0
20799,0,1,0.41484976,0.95142779,95.14277865,0.53873279,0.69540472,-0.15667193,0,0,0,0,0,0,0
20899,0,1,0.52240128,0.94506752,94.50675181,0.53546649,0.69367469,-0.15820820,0,0,0,0,0,0,0
20999,0,1,0.59045248,0.95437890,95.43789012,0.54646369,0.69264247,-0.14617878,0,0,0,0,0,0,0
21099,0,1,0.57929912,0.92238040,92.23804024,0.55303077,0.69150903,-0.13847826,0,0,0,0,0,0,0
21199,0,1,0.77173439,0.92644431,92.64443059,0.59677150,0.69231129,-0.09553979,0,0,0,0,0,0,0
21299,0,1,0.51749898,0.94825920,94.82591953,0.58091699,0.69056316,-0.10964617,0,0,0,0,0,0,0
21399,0,1,0.21154466,0.97793493,97.79349287,0.50704253,0.68577298,-0.17873045,0,0,0,0,0,0,0
21499,0,1,0.35022447,0.95757755,95.75775485,0.47567892,0.68241749,-0.20673858,0,0,0,0,0,0,0
21599,0,1,0.29253919,0.95794775,95.79477546,0.43905097,0.67851871,-0.23946774,0,0,0,0,0,0,0
21699,0,1,0.17439437,0.96654394,96.65439416,0.38611965,0.67347747,-0.28735782,0,0,0,0,0,0,0
21799,0,1,0.48168091,0.97648949,97.64894949,0.40523190,0.67155950,-0.26632760,0,0,0,0,0,0,0
21899,0,1,0.51469149,0.96970802,96.97080183,0.42712382,0.66999082,-0.24286700,0,0,0,0,0,0,0
21999,0,1,0.74568506,0.96420409,96.42040939,0.49083607,0.67074776,-0.17991170,0,0,0,0,0,0,0
22099,0,1,0.76964915,0.94884294,94.88429401,0.54659868,0.67173678,-0.12513809,0,0,0,0,0,0,0
22199,0,1,0.98972730,0.97337361,97.33736146,0.63522441,0.67491668,-0.03969227,0,0,0,0,0,0,0
22299,0,1,0.92005566,0.95967096,95.96709614,0.69219066,0.67736807,0.01482259,0,0,0,0,0,0,0
22399,0,1,0.77769556,0.93548335,93.54833487,0.70929164,0.67837135,0.03092029,0,0,0,1,0,0,0
22499,0,1,0.52345227,0.94936560,94.93655995,0.67212376,0.67682216,-0.00469839,0,0,0,0,0,0,0
22599,0,1,0.46558246,0.95078756,95.07875607,0.63081550,0.67470976,-0.04389426,0,0,0,0,0,0,0
22699,0,1,0.12473878,0.94440832,94.44083171,0.52960016,0.66921005,-0.13960989,0,0,0,0,0,0,0
22799,0,1,0.12753950,0.96007734,96.00773401,0.44918803,0.66379334,-0.21460532,0,0,0,0,0,0,0
22899,0,1,0.07661626,0.95497281,95.49728146,0.37467367,0.65792157,-0.28324790,0,0,0,0,0,0,0
22999,0,1,0.17138045,0.97369581,97.36958101,0.33401503,0.65305616,-0.31904113,0,0,0,0,0,0,0
23099,0,1,0.72740557,0.93449010,93.44900992,0.41269314,0.65379966,-0.24110652,0,0,0,0,0,0,0
23199,0,1,0.97125557,0.87957915,87.95791483,0.52440562,0.65697422,-0.13256859,0,0,0,0,0,0,0
23299,0,1,0.77439446,0.96577756,96.57775591,0.57440339,0.65814842,-0.08374503,0,0,0,0,0,0,0
23399,0,1,0.87080378,0.98016071,98.01607100,0.63368347,0.66027497,-0.02659150,0,0,0,0,0,0,0
23499,0,1,0.72730937,0.96782024,96.78202390,0.65240865,0.66094532,-0.00853666,0,0,0,1,0,0,0
23599,0,1,0.82733927,0.97074521,97.07452110,0.68739477,0.66260926,0.02478552,0,0,0,0,0,0,0
23699,0,1,0.46915231,0.97217709,97.21770896,0.64374628,0.66067469,-0.01692840,0,0,0,0,0,0,0
23799,0,1,0.33268240,0.97676833,97.67683297,0.58153350,0.65739476,-0.07586126,0,0,0,0,0,0,0
23899,0,1,0.33999758,0.97955462,97.95546206,0.53322632,0.65422079,-0.12099447,0,0,0,0,0,0,0
23999,0,1,0.56072528,0.99410430,99.41042961,0.53872611,0.65328584,-0.11455973,0,0,0,0,0,0,0
24099,0,1,0.62036149,0.97676735,97.67673542,0.55505319,0.65295659,-0.09790341,0,0,0,0,0,0,0
24199,0,1,0.94187150,0.96331796,96.33179633,0.63241685,0.65584574,-0.02342889,0,0,0,0,0,0,0
24299,0,1,0.68652292,0.98464335,98.46433503,0.64323806,0.65615251,-0.01291445,0,0,0,1,0,0,0
24399,0,1,0.60077460,0.98626873,98.62687258,0.63474537,0.65559873,-0.02085336,0,0,0,2,0,0,0
24499,0,1,0.20152304,0.97737497,97.73749688,0.54810091,0.65105798,-0.10295707,0,0,0,0,0,0,0
24599,0,1,0.16640463,0.96756095,96.75609457,0.47176165,0.64621144,-0.17444979,0,0,0,0,0,0,0
24699,0,1,0.13532361,0.96812360,96.81236027,0.40447404,0.64110257,-0.23662852,0,0,0,0,0,0,0
24799,0,1,0.49606766,0.97805287,97.80528742,0.42279277,0.63965222,-0.21685945,0,0,0,0,0,0,0
24899,0,1,0.56290231,0.97425284,97.42528392,0.45081467,0.63888472,-0.18807004,0,0,0,0,0,0,0
24999,0,1,0.33063035,0.96650186,96.65018590,0.42677781,0.63580217,-0.20902436,0,0,0,0,0,0,0
25099,0,1,0.70457248,0.96943528,96.94352760,0.48233674,0.63648988,-0.15415313,0,0,0,0,0,0,0
25199,0,1,0.64487814,0.97590521,97.59052141,0.51484502,0.63657376,-0.12172874,0,0,0,0,0,0,0
25299,0,1,0.42864973,0.97946848,97.94684761,0.49760596,0.63449452,-0.13688856,0,0,0,0,0,0,0
25399,0,1,0.50257281,0.97887429,97.88742946,0.49859933,0.63317530,-0.13457597,0,0,0,0,0,0,0
25499,0,1,0.37283062,0.97588094,97.58809414,0.47344559,0.63057186,-0.15712626,0,0,0,0,0,0,0
25599,0,1,0.43346025,0.97565844,97.56584377,0.46544852,0.62860074,-0.16315222,0,0,0,0,0,0,0
25699,0,1,0.56266755,0.98878850,98.87885030,0.48489233,0.62794141,-0.14304908,0,0,0,0,0,0,0
25799,0,1,0.22494912,0.96752499,96.75249924,0.43290369,0.62391148,-0.19100780,0,0,0,0,0,0,0
25899,0,1,0.15170439,0.97437273,97.43727319,0.37666383,0.61918941,-0.24252559,0,0,0,0,0,0,0
25999,0,1,0.30613949,0.93717378,93.71737821,0.36255896,0.61605891,-0.25349995,0,0,0,0,0,0,0
26099,0,1,0.50843059,0.97056550,97.05654973,0.39173329,0.61498263,-0.22324934,0,0,0,0,0,0,0
26199,0,1,0.60924790,0.95662131,95.66213109,0.43523621,0.61492528,-0.17968907,0,0,0,0,0,0,0
26299,0,1,0.57503650,0.98119899,98.11989864,0.46319627,0.61452640,-0.15133013,0,0,0,0,0,0,0
26399,0,1,0.64355138,0.98411556,98.41155619,0.49926729,0.61481665,-0.11554936,0,0,0,0,0,0,0
26499,0,1,0.66243563,0.97802493,97.80249301,0.53190096,0.61529284,-0.08339188,0,0,0,0,0,0,0
26599,0,1,0.47059324,0.96623332,96.62333180,0.51963941,0.61384584,-0.09420643,0,0,0,0,0,0,0
26699,0,1,0.73945548,0.98119090,98.11909036,0.56360263,0.61510194,-0.05149931,0,0,0,0,0,0,0
26799,0,1,0.40602384,0.97572292,97.57229186,0.53208687,0.61301115,-0.08092429,0,0,0,0,0,0,0
26899,0,1,0.41084528,0.98293647,98.29364697,0.50783855,0.61098950,-0.10315094,0,0,0,0,0,0,0
26999,0,1,0.17136609,0.95433066,95.43306648,0.44054406,0.60659326,-0.16604920,0,0,0,0,0,0,0
27099,0,1,0.79994346,0.95384483,95.38448310,0.51242394,0.60852676,-0.09610283,0,0,0,0,0,0,0
27199,0,1,0.91425749,0.96705443,96.70544307,0.59279065,0.61158407,-0.01879342,0,0,0,0,0,0,0
27299,0,1,0.77961328,0.98629761,98.62976068,0.63015517,0.61326436,0.01689081,0,0,0,0,0,0,0
27399,0,1,0.66638998,0.96466237,96.46623710,0.63740214,0.61379562,0.02360652,0,0,0,1,0,0,0
27499,0,1,0.89926434,0.98508541,98.50854102,0.68977458,0.61665031,0.07312427,0,0,0,0,0,0,0
27599,0,1,0.89671791,0.96425179,96.42517855,0.73116324,0.61945098,0.11171226,0,0,0,0,0,0,0
27699,0,1,0.98012270,0.98347856,98.34785630,0.78095513,0.62305770,0.15789743,0,0,0,0,0,0,0
27799,0,1,0.94976975,0.96585519,96.58551942,0.81471806,0.62632482,0.18839324,0,0,0,0,0,0,0
27899,0,1,0.92904198,0.97662652,97.66265215,0.83758284,0.62935199,0.20823085,0,0,0,0,0,0,0
27999,0,1,0.59035589,0.91214232,91.21423206,0.78813745,0.62896203,0.15917542,0,0,0,0,0,0,0
28099,0,1,0.77119070,0.90476379,90.47637935,0.78474810,0.63038432,0.15436378,0,0,0,0,0,0,0
28199,0,1,0.66613573,0.98395223,98.39522332,0.76102563,0.63074183,0.13028379,0,0,0,0,0,0,0
28299,0,1,0.58656279,0.98596032,98.59603249,0.72613306,0.63030004,0.09583302,0,0,0,0,0,0,0
28399,0,1,0.61815490,0.97878861,97.87886059,0.70453743,0.63017859,0.07435884,0,0,0,0,0,0,0
28499,0,1,0.52738003,0.97365798,97.36579820,0.66910595,0.62915060,0.03995534,0,0,0,0,0,0,0
28599,0,1,0.49953748,0.98375671,98.37567080,0.63519225,0.62785447,0.00733778,0,0,0,0,0,0,0
28699,0,1,0.25910697,0.96024315,96.02431490,0.55997520,0.62416700,-0.06419180,0,0,0,0,0,0,0
28799,0,1,0.16578805,0.96039579,96.03957949,0.48113777,0.61958321,-0.13844544,0,0,0,0,0,0,0
28899,0,1,0.14351879,0.97155935,97.15593525,0.41361397,0.61482256,-0.20120859,0,0,0,0,0,0,0
28999,0,1,0.33008408,0.99631749,99.63174885,0.39690799,0.61197518,-0.21506719,0,0,0,0,0,0,0
29099,0,1,0.47679724,0.94362856,94.36285619,0.41288584,0.61062340,-0.19773756,0,0,0,0,0,0,0
29199,0,1,0.36259645,0.98889688,98.88968837,0.40282796,0.60814313,-0.20531517,0,0,0,0,0,0,0
29299,0,1,0.35189473,0.98843300,98.84329963,0.39264132,0.60558065,-0.21293933,0,0,0,0,0,0,0
29399,0,1,0.19928048,0.98800584,98.80058423,0.35396915,0.60151764,-0.24754850,0,0,0,0,0,0,0
29499,0,1,0.38867667,0.97511083,97.51108330,0.36091065,0.59938924,-0.23847858,0,0,0,0,0,0,0
29599,0,1,0.44821013,0.98394274,98.39427449,0.37837055,0.59787744,-0.21950690,0,0,0,0,0,0,0
29699,0,1,0.46095850,0.99669776,99.66977574,0.39488814,0.59650825,-0.20162012,0,0,0,0,0,0,0
29799,0,1,0.50047401,0.99579663,99.57966301,0.41600531,0.59554791,-0.17954260,0,0,0,0,0,0,0
29899,0,1,0.18998333,0.99590396,99.59039573,0.37080092,0.59149227,-0.22069135,0,0,0,0,0,0,0
29999,0,1,0.51142191,0.99096554,99.09655420,0.39892512,0.59069156,-0.19176645,0,0,0,0,0,0,0
30099,0,1,0.30045834,0.92674751,92.67475115,0.37923176,0.58778923,-0.20855747,0,0,0,0,0,0,0
30199,0,1,0.16268949,0.97776597,97.77659711,0.33592331,0.58353823,-0.24761493,0,0,0,0,0,0,0
30299,0,1,0.14062315,0.99375768,99.37576776,0.29686328,0.57910908,-0.28224581,0,0,0,0,0,0,0
30399,0,1,0.23864442,0.99589068,99.58906793,0.28521951,0.57570444,-0.29048493,0,0,0,0,0,0,0
30499,0,1,0.32168589,0.99438438,99.43843832,0.29251278,0.57316425,-0.28065147,0,0,0,0,0,0,0
30599,0,1,0.16030210,0.99549040,99.54903961,0.26607064,0.56903563,-0.30296498,0,0,0,0,0,0,0
30699,0,1,0.21073921,0.99494579,99.49457859,0.25500436,0.56545266,-0.31044831,0,0,0,0,0,0,0
30799,0,1,0.35143156,0.99070787,99.07078669,0.27428980,0.56331245,-0.28902266,0,0,0,0,0,0,0
30899,0,1,0.41181188,0.98437565,98.43756531,0.30179421,0.56179745,-0.26000323,0,0,0,0,0,0,0
30999,0,1,0.19049883,0.98870954,98.87095385,0.27953514,0.55808446,-0.27854932,0,0,0,0,0,0,0
31099,0,1,0.42348750,0.91564162,91.56416214,0.30832561,0.55673849,-0.24841288,0,0,0,0,0,0,0
31199,0,1,0.01006591,0.99345187,99.34518708,0.24867367,0.55127177,-0.30259810,0,0,0,0,0,0,0
31299,0,1,0.06876637,0.98348472,98.34847189,0.21269221,0.54644671,-0.33375450,0,0,0,0,0,0,0
31399,0,1,0.16952868,0.99839414,99.83941443,0.20405950,0.54267753,-0.33861803,0,0,0,0,0,0,0
31499,0,1,0.38195302,0.99473413,99.47341258,0.23963821,0.54107029,-0.30143208,0,0,0,0,0,0,0
31599,0,1,0.32499181,0.98412123,98.41212262,0.25670893,0.53890950,-0.28220057,0,0,0,0,0,0,0
31699,0,1,0.32112860,0.97492498,97.49249837,0.26959286,0.53673169,-0.26713883,0,0,0,0,0,0,0
31799,0,1,0.16250227,0.98307329,98.30732943,0.24817474,0.53298940,-0.28481466,0,0,0,0,0,0,0
31899,0,1,0.52113261,0.98045911,98.04591126,0.30276632,0.53287083,-0.23010452,0,0,0,0,0,0,0
31999,0,1,0.59377013,0.98283752,98.28375172,0.36096708,0.53347982,-0.17251275,0,0,0,0,0,0,0
32099,0,1,0.62374159,0.93649492,93.64949208,0.41352198,0.53438244,-0.12086046,0,0,0,0,0,0,0
32199,0,1,0.40283332,0.98501343,98.50134289,0.41138425,0.53306695,-0.12168270,0,0,0,0,0,0,0
32299,0,1,0.55933826,0.98418934,98.41893398,0.44097505,0.53332966,-0.09235461,0,0,0,0,0,0,0
32399,0,1,0.55286412,0.98729327,98.72932683,0.46335287,0.53352501,-0.07017214,0,0,0,0,0,0,0
32499,0,1,0.40364162,0.98745183,98.74518260,0.45141062,0.53222617,-0.08081556,0,0,0,0,0,0,0
32599,0,1,0.12035515,0.99694953,99.69495291,0.38519952,0.52810746,-0.14290794,0,0,0,0,0,0,0
32699,0,1,0.19986526,0.99346506,99.34650644,0.34813267,0.52482504,-0.17669237,0,0,0,0,0,0,0
32799,0,1,0.25791726,0.97812358,97.81235776,0.33008959,0.52215596,-0.19206638,0,0,0,0,0,0,0
32899,0,1,0.40402161,0.98211798,98.21179783,0.34487599,0.52097462,-0.17609863,0,0,0,0,0,0,0
32999,0,1,0.29474417,0.98290281,98.29028077,0.33484963,0.51871232,-0.18386269,0,0,0,0,0,0,0
33099,0,1,0.50000778,0.92528287,92.52828734,0.36788126,0.51852527,-0.15064401,0,0,0,0,0,0,0
33199,0,1,0.00000000,0.99223454,99.22345385,0.29430501,0.51334002,-0.21903501,0,0,0,0,0,0,0
33299,0,1,0.00000000,0.96196535,96.19653485,0.23544401,0.50820662,-0.27276261,0,0,0,0,0,0,0
33399,0,1,0.08055710,0.99242724,99.24272376,0.20446662,0.50393012,-0.29946350,0,0,0,0,0,0,0
33499,0,1,0.35965309,0.98746833,98.74683273,0.23550392,0.50248735,-0.26698343,0,0,0,0,0,0,0
33599,0,1,0.31001256,0.96458927,96.45892685,0.25040565,0.50056260,-0.25015696,0,0,0,0,0,0,0
33699,0,1,0.35645420,0.97796509,97.79650900,0.27161536,0.49912152,-0.22750616,0,0,0,0,0,0,0
33799,0,1,0.51910001,0.97938790,97.93878985,0.32111229,0.49932131,-0.17820902,0,0,0,0,0,0,0
33899,0,1,0.51157617,0.96761618,96.76161828,0.35920506,0.49944385,-0.14023879,0,0,0,0,0,0,0
33999,0,1,0.67366364,0.97564654,97.56465403,0.42209678,0.50118605,-0.07908927,0,0,0,0,0,0,0
